battery_id,model,cycle,soh_true_matr,soh_pred,usage_boundary
1,policy_mean,160,1.0031729491663672,1.0028201312436877,audit_only_not_for_training_or_tuning
1,policy_mean,161,1.0030204775015688,1.0027625182655424,audit_only_not_for_training_or_tuning
1,policy_mean,162,1.0028187653242489,1.0027049052873969,audit_only_not_for_training_or_tuning
1,policy_mean,163,1.002834323354002,1.0026472923092515,audit_only_not_for_training_or_tuning
1,policy_mean,164,1.0028237537929767,1.002589679331106,audit_only_not_for_training_or_tuning
1,policy_mean,165,1.0029964985976978,1.0025320663529607,audit_only_not_for_training_or_tuning
1,policy_mean,166,1.003080398574704,1.0024744533748153,audit_only_not_for_training_or_tuning
1,policy_mean,167,1.0030816618200222,1.0024168403966698,audit_only_not_for_training_or_tuning
1,policy_mean,168,1.0030895542801357,1.0023592274185245,audit_only_not_for_training_or_tuning
1,policy_mean,169,1.0030470952482937,1.002301614440379,audit_only_not_for_training_or_tuning
1,policy_mean,170,1.0029901790737292,1.0022440014622336,audit_only_not_for_training_or_tuning
1,policy_mean,171,1.0028921819792926,1.002186388484088,audit_only_not_for_training_or_tuning
1,policy_mean,172,1.0026393583564956,1.0021287755059427,audit_only_not_for_training_or_tuning
1,policy_mean,173,1.0027400008963891,1.0020711625277974,audit_only_not_for_training_or_tuning
1,policy_mean,174,1.0025400653113585,1.0020135495496518,audit_only_not_for_training_or_tuning
1,policy_mean,175,1.002631482997271,1.0019559365715065,audit_only_not_for_training_or_tuning
1,policy_mean,176,1.002516107726358,1.001898323593361,audit_only_not_for_training_or_tuning
1,policy_mean,177,1.002453154156424,1.0018407106152156,audit_only_not_for_training_or_tuning
1,policy_mean,178,1.0024258357176712,1.00178309763707,audit_only_not_for_training_or_tuning
1,policy_mean,179,1.002435118938642,1.0017254846589247,audit_only_not_for_training_or_tuning
1,policy_mean,180,1.002343101422933,1.0016678716807794,audit_only_not_for_training_or_tuning
1,policy_mean,181,1.0023606140323114,1.0016102587026339,audit_only_not_for_training_or_tuning
1,policy_mean,182,1.0023263580842472,1.0015526457244885,audit_only_not_for_training_or_tuning
1,policy_mean,183,1.0025339669534248,1.001495032746343,audit_only_not_for_training_or_tuning
1,policy_mean,184,1.0026017920539771,1.0014374197681977,audit_only_not_for_training_or_tuning
1,policy_mean,185,1.0026069298375726,1.0013798067900521,audit_only_not_for_training_or_tuning
1,policy_mean,186,1.0025437418648986,1.0013221938119068,audit_only_not_for_training_or_tuning
1,policy_mean,187,1.002378810001584,1.0012645808337615,audit_only_not_for_training_or_tuning
1,policy_mean,188,1.002208596068011,1.001206967855616,audit_only_not_for_training_or_tuning
1,policy_mean,189,1.0022069099912974,1.0011493548774706,audit_only_not_for_training_or_tuning
1,policy_mean,190,1.002259152223657,1.001091741899325,audit_only_not_for_training_or_tuning
1,policy_mean,191,1.002343682409329,1.0010341289211797,audit_only_not_for_training_or_tuning
1,policy_mean,192,1.0025100054006992,1.0009765159430342,audit_only_not_for_training_or_tuning
1,policy_mean,193,1.0026413554896454,1.0009189029648888,audit_only_not_for_training_or_tuning
1,policy_mean,194,1.002614645563074,1.0008612899867435,audit_only_not_for_training_or_tuning
1,policy_mean,195,1.0026224138401654,1.000803677008598,audit_only_not_for_training_or_tuning
1,policy_mean,196,1.0025966630787306,1.0007460640304526,audit_only_not_for_training_or_tuning
1,policy_mean,197,1.0024886115326626,1.000688451052307,audit_only_not_for_training_or_tuning
1,policy_mean,198,1.0021585917665825,1.0006308380741618,audit_only_not_for_training_or_tuning
1,policy_mean,199,1.0020056782756084,1.0005732250960162,audit_only_not_for_training_or_tuning
1,policy_mean,200,1.0019773619188586,1.0005156121178709,audit_only_not_for_training_or_tuning
1,persist,151,1.0033736443534562,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,152,1.0031962568111898,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,153,1.003084616652784,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,154,1.0031087690522267,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,155,1.0030977405404455,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,156,1.0031040080609679,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,157,1.003102784043505,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,158,1.003256994947237,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,159,1.0032255712478164,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,160,1.0031729491663672,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,161,1.0030204775015688,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,162,1.0028187653242489,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,163,1.002834323354002,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,164,1.0028237537929767,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,165,1.0029964985976978,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,166,1.003080398574704,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,167,1.0030816618200222,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,168,1.0030895542801357,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,169,1.0030470952482937,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,170,1.0029901790737292,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,171,1.0028921819792926,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,172,1.0026393583564956,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,173,1.0027400008963891,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,174,1.0025400653113585,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,175,1.002631482997271,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,176,1.002516107726358,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,177,1.002453154156424,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,178,1.0024258357176712,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,179,1.002435118938642,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,180,1.002343101422933,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,181,1.0023606140323114,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,182,1.0023263580842472,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,183,1.0025339669534248,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,184,1.0026017920539771,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,185,1.0026069298375726,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,186,1.0025437418648986,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,187,1.002378810001584,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,188,1.002208596068011,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,189,1.0022069099912974,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,190,1.002259152223657,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,191,1.002343682409329,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,192,1.0025100054006992,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,193,1.0026413554896454,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,194,1.002614645563074,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,195,1.0026224138401654,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,196,1.0025966630787306,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,197,1.0024886115326626,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,198,1.0021585917665825,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,199,1.0020056782756084,1.003396261025142,audit_only_not_for_training_or_tuning
1,persist,200,1.0019773619188586,1.003396261025142,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,151,1.0033736443534562,1.0033500736579062,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,152,1.0031962568111898,1.0033038862906702,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,153,1.003084616652784,1.0032576989234345,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,154,1.0031087690522267,1.0032115115561988,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,155,1.0030977405404455,1.0031653241889629,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,156,1.0031040080609679,1.0031191368217272,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,157,1.003102784043505,1.0030729494544912,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,158,1.003256994947237,1.0030267620872555,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,159,1.0032255712478164,1.0029805747200198,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,160,1.0031729491663672,1.0029343873527838,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,161,1.0030204775015688,1.0028881999855481,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,162,1.0028187653242489,1.0028420126183124,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,163,1.002834323354002,1.0027958252510765,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,164,1.0028237537929767,1.0027496378838407,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,165,1.0029964985976978,1.002703450516605,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,166,1.003080398574704,1.002657263149369,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,167,1.0030816618200222,1.0026110757821334,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,168,1.0030895542801357,1.0025648884148977,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,169,1.0030470952482937,1.0025187010476617,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,170,1.0029901790737292,1.002472513680426,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,171,1.0028921819792926,1.00242632631319,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,172,1.0026393583564956,1.0023801389459543,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,173,1.0027400008963891,1.0023339515787186,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,174,1.0025400653113585,1.0022877642114827,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,175,1.002631482997271,1.002241576844247,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,176,1.002516107726358,1.0021953894770113,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,177,1.002453154156424,1.0021492021097753,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,178,1.0024258357176712,1.0021030147425396,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,179,1.002435118938642,1.0020568273753039,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,180,1.002343101422933,1.002010640008068,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,181,1.0023606140323114,1.0019644526408322,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,182,1.0023263580842472,1.0019182652735963,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,183,1.0025339669534248,1.0018720779063606,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,184,1.0026017920539771,1.0018258905391249,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,185,1.0026069298375726,1.001779703171889,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,186,1.0025437418648986,1.0017335158046532,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,187,1.002378810001584,1.0016873284374175,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,188,1.002208596068011,1.0016411410701815,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,189,1.0022069099912974,1.0015949537029458,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,190,1.002259152223657,1.00154876633571,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,191,1.002343682409329,1.0015025789684742,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,192,1.0025100054006992,1.0014563916012384,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,193,1.0026413554896454,1.0014102042340027,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,194,1.002614645563074,1.0013640168667668,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,195,1.0026224138401654,1.001317829499531,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,196,1.0025966630787306,1.0012716421322951,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,197,1.0024886115326626,1.0012254547650594,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,198,1.0021585917665825,1.0011792673978237,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,199,1.0020056782756084,1.0011330800305878,audit_only_not_for_training_or_tuning
1,fusion_pbt_batterygpt,200,1.0019773619188586,1.001086892663352,audit_only_not_for_training_or_tuning
2,linear_recent,151,1.0038408487656376,0.9952205842057714,audit_only_not_for_training_or_tuning
2,linear_recent,152,1.0037198579322013,0.9951973549687609,audit_only_not_for_training_or_tuning
2,linear_recent,153,1.0037207398395551,0.9951741257317505,audit_only_not_for_training_or_tuning
2,linear_recent,154,1.0037377168623935,0.9951508964947399,audit_only_not_for_training_or_tuning
2,linear_recent,155,1.003725818039803,0.9951276672577294,audit_only_not_for_training_or_tuning
2,linear_recent,156,1.003705406963732,0.9951044380207189,audit_only_not_for_training_or_tuning
2,linear_recent,157,1.0036360389522352,0.9950812087837083,audit_only_not_for_training_or_tuning
2,linear_recent,158,1.0036824264054638,0.9950579795466978,audit_only_not_for_training_or_tuning
2,linear_recent,159,1.0036997575358346,0.9950347503096874,audit_only_not_for_training_or_tuning
2,linear_recent,160,1.00368864266748,0.9950115210726768,audit_only_not_for_training_or_tuning
2,linear_recent,161,1.003648310457602,0.9949882918356663,audit_only_not_for_training_or_tuning
2,linear_recent,162,1.0036272080764532,0.9949650625986558,audit_only_not_for_training_or_tuning
2,linear_recent,163,1.0035988709903114,0.9949418333616452,audit_only_not_for_training_or_tuning
2,linear_recent,164,1.0035526823207996,0.9949186041246347,audit_only_not_for_training_or_tuning
2,linear_recent,165,1.0035119006457014,0.9948953748876243,audit_only_not_for_training_or_tuning
2,linear_recent,166,1.0034105947191654,0.9948721456506137,audit_only_not_for_training_or_tuning
2,linear_recent,167,1.003337719505188,0.9948489164136032,audit_only_not_for_training_or_tuning
2,linear_recent,168,1.0032991926749446,0.9948256871765927,audit_only_not_for_training_or_tuning
2,linear_recent,169,1.0033628283086082,0.9948024579395821,audit_only_not_for_training_or_tuning
2,linear_recent,170,1.0033864629304419,0.9947792287025716,audit_only_not_for_training_or_tuning
2,linear_recent,171,1.0034929118474298,0.9947559994655611,audit_only_not_for_training_or_tuning
2,linear_recent,172,1.0035393379595416,0.9947327702285506,audit_only_not_for_training_or_tuning
2,linear_recent,173,1.0034736182191273,0.9947095409915401,audit_only_not_for_training_or_tuning
2,linear_recent,174,1.003358431166755,0.9946863117545296,audit_only_not_for_training_or_tuning
2,linear_recent,175,1.0031872002389617,0.994663082517519,audit_only_not_for_training_or_tuning
2,linear_recent,176,1.003258506322123,0.9946398532805085,audit_only_not_for_training_or_tuning
2,linear_recent,177,1.0031563583639955,0.994616624043498,audit_only_not_for_training_or_tuning
2,linear_recent,178,1.0033009248334201,0.9945933948064875,audit_only_not_for_training_or_tuning
2,linear_recent,179,1.0033843861462513,0.994570165569477,audit_only_not_for_training_or_tuning
2,linear_recent,180,1.0034100216515016,0.9945469363324665,audit_only_not_for_training_or_tuning
2,linear_recent,181,1.0034229185324135,0.9945237070954559,audit_only_not_for_training_or_tuning
2,linear_recent,182,1.0033920273856942,0.9945004778584454,audit_only_not_for_training_or_tuning
2,linear_recent,183,1.0032755495416297,0.9944772486214348,audit_only_not_for_training_or_tuning
2,linear_recent,184,1.003206728959322,0.9944540193844243,audit_only_not_for_training_or_tuning
2,linear_recent,185,1.0029856176558516,0.9944307901474139,audit_only_not_for_training_or_tuning
2,linear_recent,186,1.0031032958644681,0.9944075609104033,audit_only_not_for_training_or_tuning
2,linear_recent,187,1.0030725767354614,0.9943843316733928,audit_only_not_for_training_or_tuning
2,linear_recent,188,1.0030472581485164,0.9943611024363823,audit_only_not_for_training_or_tuning
2,linear_recent,189,1.0029431940893432,0.9943378731993717,audit_only_not_for_training_or_tuning
2,linear_recent,190,1.0028577149151485,0.9943146439623612,audit_only_not_for_training_or_tuning
2,linear_recent,191,1.0028027008581477,0.9942914147253508,audit_only_not_for_training_or_tuning
2,linear_recent,192,1.0027463489295447,0.9942681854883402,audit_only_not_for_training_or_tuning
2,linear_recent,193,1.0027301639590764,0.9942449562513297,audit_only_not_for_training_or_tuning
2,linear_recent,194,1.0026726101706358,0.9942217270143192,audit_only_not_for_training_or_tuning
2,linear_recent,195,1.002618684362134,0.9941984977773086,audit_only_not_for_training_or_tuning
2,linear_recent,196,1.0026930505876885,0.9941752685402981,audit_only_not_for_training_or_tuning
2,linear_recent,197,1.0025933877121156,0.9941520393032877,audit_only_not_for_training_or_tuning
2,linear_recent,198,1.0029435552902468,0.9941288100662771,audit_only_not_for_training_or_tuning
2,linear_recent,199,1.0029679598278014,0.9941055808292666,audit_only_not_for_training_or_tuning
2,linear_recent,200,1.0027851671094739,0.9940823515922561,audit_only_not_for_training_or_tuning
2,policy_mean,151,1.0038408487656376,0.9951995474261033,audit_only_not_for_training_or_tuning
2,policy_mean,152,1.0037198579322013,0.9951552814094246,audit_only_not_for_training_or_tuning
2,policy_mean,153,1.0037207398395551,0.9951110153927458,audit_only_not_for_training_or_tuning
2,policy_mean,154,1.0037377168623935,0.9950667493760671,audit_only_not_for_training_or_tuning
2,policy_mean,155,1.003725818039803,0.9950224833593883,audit_only_not_for_training_or_tuning
2,policy_mean,156,1.003705406963732,0.9949782173427095,audit_only_not_for_training_or_tuning
2,policy_mean,157,1.0036360389522352,0.9949339513260308,audit_only_not_for_training_or_tuning
2,policy_mean,158,1.0036824264054638,0.9948896853093521,audit_only_not_for_training_or_tuning
2,policy_mean,159,1.0036997575358346,0.9948454192926733,audit_only_not_for_training_or_tuning
2,policy_mean,160,1.00368864266748,0.9948011532759945,audit_only_not_for_training_or_tuning
2,policy_mean,161,1.003648310457602,0.9947568872593158,audit_only_not_for_training_or_tuning
2,policy_mean,162,1.0036272080764532,0.994712621242637,audit_only_not_for_training_or_tuning
2,policy_mean,163,1.0035988709903114,0.9946683552259583,audit_only_not_for_training_or_tuning
2,policy_mean,164,1.0035526823207996,0.9946240892092796,audit_only_not_for_training_or_tuning
2,policy_mean,165,1.0035119006457014,0.9945798231926007,audit_only_not_for_training_or_tuning
2,policy_mean,166,1.0034105947191654,0.994535557175922,audit_only_not_for_training_or_tuning
2,policy_mean,167,1.003337719505188,0.9944912911592433,audit_only_not_for_training_or_tuning
2,policy_mean,168,1.0032991926749446,0.9944470251425646,audit_only_not_for_training_or_tuning
2,policy_mean,169,1.0033628283086082,0.9944027591258858,audit_only_not_for_training_or_tuning
2,policy_mean,170,1.0033864629304419,0.994358493109207,audit_only_not_for_training_or_tuning
2,policy_mean,171,1.0034929118474298,0.9943142270925283,audit_only_not_for_training_or_tuning
2,policy_mean,172,1.0035393379595416,0.9942699610758495,audit_only_not_for_training_or_tuning
2,policy_mean,173,1.0034736182191273,0.9942256950591708,audit_only_not_for_training_or_tuning
2,policy_mean,174,1.003358431166755,0.994181429042492,audit_only_not_for_training_or_tuning
2,policy_mean,175,1.0031872002389617,0.9941371630258132,audit_only_not_for_training_or_tuning
2,policy_mean,176,1.003258506322123,0.9940928970091345,audit_only_not_for_training_or_tuning
2,policy_mean,177,1.0031563583639955,0.9940486309924558,audit_only_not_for_training_or_tuning
2,policy_mean,178,1.0033009248334201,0.994004364975777,audit_only_not_for_training_or_tuning
2,policy_mean,179,1.0033843861462513,0.9939600989590982,audit_only_not_for_training_or_tuning
2,policy_mean,180,1.0034100216515016,0.9939158329424195,audit_only_not_for_training_or_tuning
2,policy_mean,181,1.0034229185324135,0.9938715669257407,audit_only_not_for_training_or_tuning
2,policy_mean,182,1.0033920273856942,0.993827300909062,audit_only_not_for_training_or_tuning
2,policy_mean,183,1.0032755495416297,0.9937830348923833,audit_only_not_for_training_or_tuning
2,policy_mean,184,1.003206728959322,0.9937387688757044,audit_only_not_for_training_or_tuning
2,policy_mean,185,1.0029856176558516,0.9936945028590257,audit_only_not_for_training_or_tuning
2,policy_mean,186,1.0031032958644681,0.993650236842347,audit_only_not_for_training_or_tuning
2,policy_mean,187,1.0030725767354614,0.9936059708256683,audit_only_not_for_training_or_tuning
2,policy_mean,188,1.0030472581485164,0.9935617048089895,audit_only_not_for_training_or_tuning
2,policy_mean,189,1.0029431940893432,0.9935174387923107,audit_only_not_for_training_or_tuning
2,policy_mean,190,1.0028577149151485,0.993473172775632,audit_only_not_for_training_or_tuning
2,policy_mean,191,1.0028027008581477,0.9934289067589532,audit_only_not_for_training_or_tuning
2,policy_mean,192,1.0027463489295447,0.9933846407422745,audit_only_not_for_training_or_tuning
2,policy_mean,193,1.0027301639590764,0.9933403747255958,audit_only_not_for_training_or_tuning
2,policy_mean,194,1.0026726101706358,0.9932961087089169,audit_only_not_for_training_or_tuning
2,policy_mean,195,1.002618684362134,0.9932518426922382,audit_only_not_for_training_or_tuning
2,policy_mean,196,1.0026930505876885,0.9932075766755595,audit_only_not_for_training_or_tuning
2,policy_mean,197,1.0025933877121156,0.9931633106588807,audit_only_not_for_training_or_tuning
2,policy_mean,198,1.0029435552902468,0.993119044642202,audit_only_not_for_training_or_tuning
2,policy_mean,199,1.0029679598278014,0.9930747786255232,audit_only_not_for_training_or_tuning
2,policy_mean,200,1.0027851671094739,0.9930305126088445,audit_only_not_for_training_or_tuning
2,persist,151,1.0038408487656376,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,152,1.0037198579322013,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,153,1.0037207398395551,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,154,1.0037377168623935,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,155,1.003725818039803,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,156,1.003705406963732,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,157,1.0036360389522352,0.995243813442782,audit_only_not_for_training_or_tuning
2,persist,158,1.0036824264054638,0.995243813442782,audit_only_not_for_training_or_tuning
