battery_id,policy,prediction_test,matched_cell,match_confidence,align_offset,align_rmse,model,n_hat,n_true_080_contest_def,n_true_088ah_contest_frame,n_true_088_label_contest_frame,n_true_088_label_abs,err_080,err_088_label,ape_080,ape_088_label,rmse_soh_151_200_matr,mae_soh_151_200_matr,soh200_true_matr,soh200_pred,soh200_abs_err_matr,soh300_true_matr,soh300_pred,soh300_abs_err_matr,soh500_true_matr,soh500_pred,soh500_abs_err_matr,soh150_true_matr,q0_contest,usage_boundary
3,3_6C-80PER_3_6C,0,b1c2,low,1.0,0.30783656604801257,persist,20000.0,,,2236.0,2237.0,,17764.0,,7.9445438282647585,0.007333563854552513,0.007148052796460452,1.0025970545705656,0.996124326607101,0.006472727963464542,0.9997577599109294,0.996124326607101,0.0036334333038283706,0.9939419159192425,0.996124326607101,0.002182410687858516,1.0036323910370513,1.0799223,audit_only_not_for_training_or_tuning
3,3_6C-80PER_3_6C,0,b1c2,low,1.0,0.30783656604801257,fusion_pbt_batterygpt,7112.759350045774,,,2236.0,2237.0,,4876.759350045774,,2.1810193873192194,0.008046025376815284,0.007903293393976281,1.0025970545705656,0.9946388022217434,0.007958252348822192,0.9997577599109294,0.9916677534510281,0.008090006459901322,0.9939419159192425,0.9857256559095975,0.008216260009645038,1.0036323910370513,1.0799223,audit_only_not_for_training_or_tuning
4,3_6C-80PER_3_6C,0,b1c0,medium,582.0,0.007323856155485824,linear_recent,1108.9341850305177,-570.8431820336892,-570.889352442878,1276.0,1858.0,1679.7773670642068,-167.0658149694823,,0.1309293220763968,0.013087827738747738,0.012934211856661043,0.9836166728519746,0.9680272724497851,0.01558940040218948,0.9795134376408785,0.94954108552702,0.029972352113858514,0.9695503544175813,0.91256871168148,0.05698164273610129,0.9863781162937735,1.0219246,audit_only_not_for_training_or_tuning
4,3_6C-80PER_3_6C,0,b1c0,medium,582.0,0.007323856155485824,policy_mean,19335.90130364917,-570.8431820336892,-570.889352442878,1276.0,1858.0,19906.74448568286,18059.90130364917,,14.153527667436654,0.008480416139483839,0.008455844406334442,0.9836166728519746,0.976808385097489,0.006808287754485609,0.9795134376408785,0.9758844234701171,0.0036290141707614465,0.9695503544175813,0.9740365002153731,0.0044861457977918295,0.9863781162937735,1.0219246,audit_only_not_for_training_or_tuning
4,3_6C-80PER_3_6C,0,b1c0,medium,582.0,0.007323856155485824,persist,20000.0,-570.8431820336892,-570.889352442878,1276.0,1858.0,20570.84318203369,18724.0,,14.67398119122257,0.008255646156484261,0.008220234191354594,0.9836166728519746,0.977270365911175,0.006346306940799629,0.9795134376408785,0.977270365911175,0.002243071729703505,0.9695503544175813,0.977270365911175,0.0077200114935936925,0.9863781162937735,1.0219246,audit_only_not_for_training_or_tuning
4,3_6C-80PER_3_6C,0,b1c0,medium,582.0,0.007323856155485824,fusion_pbt_batterygpt,972.8636145766668,-570.8431820336892,-570.889352442878,1276.0,1858.0,1543.706796610356,-303.1363854233332,,0.23756770017502601,0.013297995587897281,0.013129746164994256,0.9836166728519746,0.9676438718452118,0.015972801006762793,0.9795134376408785,0.948390883713295,0.031122553927583452,0.9695503544175813,0.909884907449455,0.05966544696812626,0.9863781162937735,1.0219246,audit_only_not_for_training_or_tuning
5,3_6C-80PER_3_6C,1,b1c1,low,901.0,0.025379893530214383,linear_recent,5087.766123521455,,,1253.0,2154.0,,3834.7661235214546,,3.0604677761543932,0.00656521786973474,0.006556533002264315,1.0007856686939287,0.9943194357615138,0.006466232932414884,,0.9903438070008334,,,0.9823925494794724,,1.0029696837464717,1.0245416,audit_only_not_for_training_or_tuning
5,3_6C-80PER_3_6C,1,b1c1,low,901.0,0.025379893530214383,policy_mean,4584.716852128335,,,1253.0,2154.0,,3331.7168521283347,,2.658991901139932,0.006678842582370675,0.006671531093599108,1.0007856686939287,0.9940939493079164,0.006691719386012318,,0.9896673476400412,,,0.9808141443042909,,1.0029696837464717,1.0245416,audit_only_not_for_training_or_tuning
5,3_6C-80PER_3_6C,1,b1c1,low,901.0,0.025379893530214383,persist,20000.0,,,1253.0,2154.0,,18747.0,,14.96169193934557,0.005598806480373817,0.005542747668290873,1.0007856686939287,0.996307250141854,0.004478418552074759,,0.996307250141854,,,0.996307250141854,,1.0029696837464717,1.0245416,audit_only_not_for_training_or_tuning
5,3_6C-80PER_3_6C,1,b1c1,low,901.0,0.025379893530214383,fusion_pbt_batterygpt,4029.8070783245566,,,1253.0,2154.0,,2776.8070783245566,,2.21612695796054,0.006819601895002418,0.006813064881143191,1.0007856686939287,0.9938164320774376,0.00696923661649107,,0.988834795948605,,,0.9788715236909398,,1.0029696837464717,1.0245416,audit_only_not_for_training_or_tuning
6,3_6C-80PER_3_6C,0,b1c2,low,980.0,0.029207848679549158,linear_recent,5861.176971215559,,,1257.0,2237.0,,4604.176971215559,,3.6628297304817496,0.00574897129956023,0.0057410970420971996,,0.994448474996329,,,0.991013703817385,,,0.9841441614594969,,1.0023569390654787,1.0295508,audit_only_not_for_training_or_tuning
6,3_6C-80PER_3_6C,0,b1c2,low,980.0,0.029207848679549158,policy_mean,3847.8325386068254,,,1257.0,2237.0,,2590.8325386068254,,2.061123737952924,0.006186055549304314,0.006180574405979858,,0.993513416775302,,,0.9882085291543036,,,0.977598753912307,,1.0023569390654787,1.0295508,audit_only_not_for_training_or_tuning
6,3_6C-80PER_3_6C,0,b1c2,low,980.0,0.029207848679549158,persist,20000.0,,,1257.0,2237.0,,18743.0,,14.910898965791567,0.004979651049133502,0.004933925815045363,,0.996165860585801,,,0.996165860585801,,,0.996165860585801,,1.0023569390654787,1.0295508,audit_only_not_for_training_or_tuning
6,3_6C-80PER_3_6C,0,b1c2,low,980.0,0.029207848679549158,fusion_pbt_batterygpt,5775.935369435197,,,1257.0,2237.0,,4518.935369435197,,3.5950162048012704,0.005766841047072791,0.005759285068585382,,0.9944097770676308,,,0.9908976100312903,,,0.9838732759586093,,1.0023569390654787,1.0295508,audit_only_not_for_training_or_tuning
7,4_8C_80PER_4_8C,0,b2c24,medium,11.0,0.0037915096722871294,linear_recent,3292.2294011284835,501.4314114816868,485.8679215269266,483.0,494.0,2790.797989646797,2809.2294011284835,5.565662472959619,5.816209940224604,0.021144110132123212,0.012926134852606401,0.9282879882526297,0.9915951367999988,0.06330714854736907,0.9239178791031005,0.9853991172960747,0.06148123819297413,0.8029308990878291,0.9730070782882263,0.1700761792003972,1.0030573839501542,1.0639789,audit_only_not_for_training_or_tuning
7,4_8C_80PER_4_8C,0,b2c24,medium,11.0,0.0037915096722871294,policy_mean,10567.131106335168,501.4314114816868,485.8679215269266,483.0,494.0,10065.699694853482,10084.131106335168,20.073931278278327,20.878118232577986,0.021492440611271493,0.012232941662504895,0.9282879882526297,0.9937586611136738,0.06547067286104413,0.9239178791031005,0.9918896902370996,0.06797181113399908,0.8029308990878291,0.988151748483951,0.18522084939612193,1.0030573839501542,1.0639789,audit_only_not_for_training_or_tuning
7,4_8C_80PER_4_8C,0,b2c24,medium,11.0,0.0037915096722871294,persist,20000.0,501.4314114816868,485.8679215269266,483.0,494.0,19498.568588518312,19517.0,38.885813975837124,40.40786749482402,0.021664117320715163,0.011933532528077677,0.9282879882526297,0.994693146551961,0.06640515829933125,0.9239178791031005,0.994693146551961,0.07077526744886042,0.8029308990878291,0.994693146551961,0.19176224746413184,1.0030573839501542,1.0639789,audit_only_not_for_training_or_tuning
7,4_8C_80PER_4_8C,0,b2c24,medium,11.0,0.0037915096722871294,fusion_pbt_batterygpt,2795.456239334823,501.4314114816868,485.8679215269266,483.0,494.0,2294.0248278531362,2312.456239334823,4.574952376985099,4.78769407729777,0.02109729199802048,0.013031591571033148,0.9282879882526297,0.9912659959809388,0.06297800772830908,0.9239178791031005,0.9844116948388948,0.060493815735794265,0.8029308990878291,0.9707030925548066,0.16777219346697747,1.0030573839501542,1.0639789,audit_only_not_for_training_or_tuning
8,4_8C_80PER_4_8C,0,b2c25,medium,3.0,0.0030732354862684722,linear_recent,1680.764606258251,473.06696920917796,459.16740167572374,457.0,460.0,1207.697637049073,1223.764606258251,2.5529105087763173,2.677821895532278,0.05818514976438263,0.057269497347928196,0.9256648987056904,0.9834912581952108,0.05782635948952042,0.9168774709612094,0.971099602058944,0.05422213109773455,,0.946316289786404,,0.9970612604406415,1.0640887,audit_only_not_for_training_or_tuning
8,4_8C_80PER_4_8C,0,b2c25,medium,3.0,0.0030732354862684722,policy_mean,15995.046544687366,473.06696920917796,459.16740167572374,457.0,460.0,15521.979575478188,15538.046544687366,32.811378907781595,34.00010184833122,0.06107167431435871,0.06008379918682518,0.9256648987056904,0.9890885172224556,0.06342361851676526,0.9168774709612094,0.9878913791406683,0.07101390817945885,,0.985497102977094,,0.9970612604406415,1.0640887,audit_only_not_for_training_or_tuning
8,4_8C_80PER_4_8C,0,b2c25,medium,3.0,0.0030732354862684722,persist,20000.0,473.06696920917796,459.16740167572374,457.0,460.0,19526.93303079082,19543.0,41.27731230830558,42.7636761487965,0.061382698045145644,0.06038475970058643,0.9256648987056904,0.989687086263349,0.06402218755765865,0.9168774709612094,0.989687086263349,0.07280961530213959,,0.989687086263349,,0.9970612604406415,1.0640887,audit_only_not_for_training_or_tuning
8,4_8C_80PER_4_8C,0,b2c25,medium,3.0,0.0030732354862684722,fusion_pbt_batterygpt,1465.914833281061,473.06696920917796,459.16740167572374,457.0,460.0,992.847864071883,1008.914833281061,2.0987469612000567,2.207691101271468,0.05802652322198173,0.057113648343428025,0.9256648987056904,0.9831812959746458,0.05751639726895541,0.9168774709612094,0.970169715397249,0.05329224443603964,,0.944146554242449,,0.9970612604406415,1.0640887,audit_only_not_for_training_or_tuning
9,4_8C_80PER_4_8C,1,b2c26,high,11.0,0.0029180947815700374,linear_recent,1679.059622281433,472.26785294619117,461.5975591435285,459.0,470.0,1206.7917693352417,1220.059622281433,2.5553121217266934,2.658081965754756,0.043827823785372366,0.033803544637633264,0.9206201544399126,0.9828162185490172,0.06219606410910461,0.911035225767215,0.970455917733899,0.05942069196668409,,0.945735316103659,,0.9966661280970279,1.0733846,audit_only_not_for_training_or_tuning
9,4_8C_80PER_4_8C,1,b2c26,high,11.0,0.0029180947815700374,policy_mean,10099.202006874182,472.26785294619117,461.5975591435285,459.0,470.0,9626.93415392799,9640.202006874182,20.384479049063827,21.002618751359876,0.04650786610735911,0.03500233942180925,0.9206201544399126,0.9880465622845164,0.06742640784460374,0.911035225767215,0.9861469489403909,0.07511172317317594,,0.98234772225214,,0.9966661280970279,1.0733846,audit_only_not_for_training_or_tuning
9,4_8C_80PER_4_8C,1,b2c26,high,11.0,0.0029180947815700374,persist,20000.0,472.26785294619117,461.5975591435285,459.0,470.0,19527.732147053808,19541.0,41.34884901699786,42.57298474945534,0.046999598309003285,0.035220035111046016,0.9206201544399126,0.988996368956579,0.06837621451666642,0.911035225767215,0.988996368956579,0.07796114318936409,,0.988996368956579,,0.9966661280970279,1.0733846,audit_only_not_for_training_or_tuning
9,4_8C_80PER_4_8C,1,b2c26,high,11.0,0.0029180947815700374,fusion_pbt_batterygpt,1426.5142750876305,472.26785294619117,461.5975591435285,459.0,470.0,954.2464221414393,967.5142750876305,2.020561882813911,2.107874237663683,0.043540504556794965,0.03367366125722244,0.9206201544399126,0.9822495371336116,0.061629382693699,0.911035225767215,0.9687558734876841,0.05772064772046914,,0.9417685461958241,,0.9966661280970279,1.0733846,audit_only_not_for_training_or_tuning
10,5C_67PER_4C,1,b3c0,high,-2.0,0.002468977094069241,linear_recent,8231.015892989775,,,1009.0,1007.0,,7222.015892989775,,7.157597515351611,0.005076967520575609,0.00495616682865891,0.9996390797027027,0.9959440408337136,0.0036950388689891422,0.9937263243842174,0.9935041995552925,0.00022212482892491892,0.9850391865948509,0.9886245169984506,0.0035853304035996514,1.003424051539445,1.0665728,audit_only_not_for_training_or_tuning
10,5C_67PER_4C,1,b3c0,high,-2.0,0.002468977094069241,policy_mean,14634.489059211735,,,1009.0,1007.0,,13625.489059211735,,13.50395347791054,0.004842538075746501,0.004681115232876219,0.9996390797027027,0.9964833576881894,0.003155722014513307,0.9937263243842174,0.9951221501187202,0.0013958257345028091,0.9850391865948509,0.9923997349797818,0.007360548384930943,1.003424051539445,1.0665728,audit_only_not_for_training_or_tuning
10,5C_67PER_4C,1,b3c0,high,-2.0,0.002468977094069241,persist,20000.0,,,1009.0,1007.0,,18991.0,,18.821605550049554,0.004560775095081678,0.004334007302661607,0.9996390797027027,0.997163961472924,0.00247511822977875,0.9937263243842174,0.997163961472924,0.003437637088706591,0.9850391865948509,0.997163961472924,0.012124774878073064,1.003424051539445,1.0665728,audit_only_not_for_training_or_tuning
10,5C_67PER_4C,1,b3c0,high,-2.0,0.002468977094069241,fusion_pbt_batterygpt,6612.432894332599,,,1009.0,1007.0,,5603.432894332599,,5.5534518278816645,0.0052068311653712665,0.005104336407692895,0.9996390797027027,0.9956535122473724,0.003985567455330297,0.9937263243842174,0.9926326137962693,0.001093710587948049,0.9850391865948509,0.9865908168940631,0.0015516302992122366,1.003424051539445,1.0665728,audit_only_not_for_training_or_tuning
11,5_3C_54PER_4C,1,b3c1,high,10.0,0.0024652509336388823,linear_recent,8058.040745223187,,,1051.0,1061.0,,7007.040745223187,,6.667022592981148,0.004072156903722946,0.0038947274360673755,0.9969799461435347,0.9955210609350738,0.001458885208460936,0.993065127632274,0.9930328954078852,3.223222438875073e-05,0.9838947630889376,0.9880565643535081,0.004161801264570442,1.0033845611648369,1.0642239,audit_only_not_for_training_or_tuning
11,5_3C_54PER_4C,1,b3c1,high,10.0,0.0024652509336388823,policy_mean,14536.340117024694,,,1051.0,1061.0,,13485.340117024694,,12.830961100879824,0.0038457713798007867,0.003609014345360979,0.9969799461435347,0.9960812826815568,0.0008986634619778666,0.993065127632274,0.994713560647335,0.0016484330150610127,0.9838947630889376,0.9919781165788909,0.00808335348995326,1.0033845611648369,1.0642239,audit_only_not_for_training_or_tuning
11,5_3C_54PER_4C,1,b3c1,high,10.0,0.0024652509336388823,persist,20000.0,,,1051.0,1061.0,,18949.0,,18.029495718363464,0.003590823101237772,0.0032602452266343573,0.9969799461435347,0.996765143698668,0.00021480244486671296,0.993065127632274,0.996765143698668,0.0037000160663940296,0.9838947630889376,0.996765143698668,0.012870380609730336,1.0033845611648369,1.0642239,audit_only_not_for_training_or_tuning
11,5_3C_54PER_4C,1,b3c1,high,10.0,0.0024652509336388823,fusion_pbt_batterygpt,6399.436524853276,,,1051.0,1061.0,,5348.436524853276,,5.088902497481708,0.004213357354728622,0.004064881171071805,0.9969799461435347,0.9951874261605552,0.001792519982979468,0.993065127632274,0.99203199108433,0.0010331365479439025,0.9838947630889376,0.9857211209318795,0.0018263578429418281,1.0033845611648369,1.0642239,audit_only_not_for_training_or_tuning
13,5_6C_36PER_4_3C,0,b3c3,high,0.0,0.0013388114843217135,linear_recent,7751.892252927921,,,1113.0,1113.0,,6638.892252927921,,5.964862760941528,0.003700948751313186,0.0035269164922417297,0.9973047302325285,0.9957220704618476,0.0015826597706809498,0.9916486625110973,0.9931303747131963,0.001481712202099028,0.9855683427348714,0.987946983215894,0.0023786404810226536,1.001030063415841,1.0622736,audit_only_not_for_training_or_tuning
13,5_6C_36PER_4_3C,0,b3c3,high,0.0,0.0013388114843217135,policy_mean,10333.666673310969,,,1113.0,1113.0,,9220.666673310969,,8.284516328221894,0.003569173312028363,0.0033593688523785503,0.9973047302325285,0.996050595245893,0.0012541349866355134,0.9916486625110973,0.9941159490653331,0.0024672865542357814,0.9855683427348714,0.990246656704213,0.0046783139693415965,1.001030063415841,1.0622736,audit_only_not_for_training_or_tuning
13,5_6C_36PER_4_3C,0,b3c3,high,0.0,0.0013388114843217135,persist,20000.0,,,1113.0,1113.0,,18887.0,,16.969451931716083,0.0032169245974373074,0.00286927637034933,0.9973047302325285,0.997017918336173,0.00028681189635548776,0.9916486625110973,0.997017918336173,0.005369255825075747,0.9855683427348714,0.997017918336173,0.011449575601301665,1.001030063415841,1.0622736,audit_only_not_for_training_or_tuning
13,5_6C_36PER_4_3C,0,b3c3,high,0.0,0.0013388114843217135,fusion_pbt_batterygpt,6180.007223564355,,,1113.0,1113.0,,5067.007223564355,,4.552567137074892,0.003857876943216856,0.0037184837815149208,0.9973047302325285,0.9953464483260176,0.001958281906510928,0.9916486625110973,0.992003508305707,0.0003548457946097594,0.9855683427348714,0.9853176282650857,0.00025071446978564005,1.001030063415841,1.0622736,audit_only_not_for_training_or_tuning
14,5_6C_19PER_4_6C,1,b3c4,high,-2.0,0.0023745623737268535,linear_recent,7849.889881440085,,,1047.0,1045.0,,6802.889881440085,,6.497507050086042,0.0038119601583754656,0.0036573611430686715,0.9989928901692169,0.9962612153248532,0.002731674844363652,0.9921933053922477,0.9936956723122535,0.0015023669200058265,0.9849771725268535,0.9885645862870542,0.003587413760200775,1.0025481174184878,1.0717411,audit_only_not_for_training_or_tuning
14,5_6C_19PER_4_6C,1,b3c4,high,-2.0,0.0023745623737268535,policy_mean,8728.754764145297,,,1047.0,1045.0,,7681.754764145297,,7.3369195455064915,0.003756845720644882,0.0035903391499226968,0.9989928901692169,0.9963926309976888,0.002600259171528063,0.9921933053922477,0.9940899193307603,0.0018966139385125924,0.9849771725268535,0.9894844959969035,0.0045073234700500064,1.0025481174184878,1.0717411,audit_only_not_for_training_or_tuning
14,5_6C_19PER_4_6C,1,b3c4,high,-2.0,0.0023745623737268535,persist,20000.0,,,1047.0,1045.0,,18953.0,,18.10219675262655,0.003311546097311686,0.003003147674855855,0.9989928901692169,0.997543986831153,0.0014489033380639116,0.9921933053922477,0.997543986831153,0.005350681438905269,0.9849771725268535,0.997543986831153,0.012566814304299512,1.0025481174184878,1.0717411,audit_only_not_for_training_or_tuning
14,5_6C_19PER_4_6C,1,b3c4,high,-2.0,0.0023745623737268535,fusion_pbt_batterygpt,6200.159498605885,,,1047.0,1045.0,,5153.159498605885,,4.921833332001801,0.003960396015782085,0.003833624893579457,0.9989928901692169,0.9959156001277734,0.0030772900414435256,0.9921933053922477,0.9926588267210141,0.00046552132876642727,0.9849771725268535,0.9861452799074957,0.0011681073806422138,1.0025481174184878,1.0717411,audit_only_not_for_training_or_tuning
15,5_6C_36PER_4_3C,0,b3c5,high,11.0,0.0016940435668036905,linear_recent,5384.6943040002525,,,815.0,826.0,,4569.6943040002525,,5.60698687607393,0.003597320048025509,0.0034174729295542304,0.9950306462627195,0.9943264931884026,0.0007041530743169266,0.9891267616679542,0.9905784131321016,0.0014516514641473854,0.9738563972201627,0.9830822530194998,0.009225855799337102,1.0021065104652407,1.0500579,audit_only_not_for_training_or_tuning
15,5_6C_36PER_4_3C,0,b3c5,high,11.0,0.0016940435668036905,policy_mean,10774.516696513288,,,815.0,826.0,,9959.516696513288,,12.22026588529238,0.0032317057745126334,0.002942477148117446,0.9950306462627195,0.99527719458939,0.00024654832667048154,0.9891267616679542,0.9934305173350644,0.004303755667110165,0.9738563972201627,0.9897371628264129,0.01588076560625018,1.0021065104652407,1.0500579,audit_only_not_for_training_or_tuning
15,5_6C_36PER_4_3C,0,b3c5,high,11.0,0.0016940435668036905,persist,20000.0,,,815.0,826.0,,19185.0,,23.539877300613497,0.00293482621968959,0.002521684798293797,0.9950306462627195,0.996200533216553,0.0011698869538334655,0.9891267616679542,0.996200533216553,0.007073771548598784,0.9738563972201627,0.996200533216553,0.02234413599639029,1.0021065104652407,1.0500579,audit_only_not_for_training_or_tuning
15,5_6C_36PER_4_3C,0,b3c5,high,11.0,0.0016940435668036905,fusion_pbt_batterygpt,4419.519353642981,,,815.0,826.0,,3604.5193536429806,,4.42272313330427,0.003750912896035266,0.003604441055640184,0.9950306462627195,0.9939598890196066,0.0010707572431128964,0.9891267616679542,0.9894786006257139,0.0003518389577596981,0.9738563972201627,0.9805160238379285,0.006659626617765757,1.0021065104652407,1.0500579,audit_only_not_for_training_or_tuning
16,3_7C_31PER_5_9C,1,b3c6,high,6.0,0.002727858783751327,linear_recent,1029.5995302291503,544.5482470686503,544.4025365220348,659.0,665.0,485.0512831605,370.59953022915033,0.8907406933574251,0.5623665102111538,0.006474464822133373,0.0063858064604014955,0.9695192660569442,0.962396492343112,0.007122773713832187,0.950263873420809,0.942821204939293,0.007442668481515979,0.9113504811873299,0.9036706301316529,0.007679851055676923,0.9800096398657169,1.0620248,audit_only_not_for_training_or_tuning
16,3_7C_31PER_5_9C,1,b3c6,high,6.0,0.002727858783751327,policy_mean,1126.0888998333112,544.5482470686503,544.4025365220348,659.0,665.0,581.5406527646609,467.0888998333112,1.0679322831266904,0.7087843700050246,0.0060249710470353995,0.005892361835486688,0.9695192660569442,0.9633640308233352,0.006155235233608947,0.950263873420809,0.9457238203799679,0.004540053040841041,0.9113504811873299,0.910443399493228,0.0009070816941019189,0.9800096398657169,1.0620248,audit_only_not_for_training_or_tuning
16,3_7C_31PER_5_9C,1,b3c6,high,6.0,0.002727858783751327,persist,20000.0,544.5482470686503,544.4025365220348,659.0,665.0,19455.45175293135,19341.0,35.72769145371729,29.349013657056144,0.0038376661622060476,0.003378336734603613,0.9695192660569442,0.972184136045023,0.0026648699880787996,0.950263873420809,0.972184136045023,0.021920262624213982,0.9113504811873299,0.972184136045023,0.0608336548576931,0.9800096398657169,1.0620248,audit_only_not_for_training_or_tuning
16,3_7C_31PER_5_9C,1,b3c6,high,6.0,0.002727858783751327,fusion_pbt_batterygpt,1040.8546733171522,544.5482470686503,544.4025365220348,659.0,665.0,496.3064262485019,381.8546733171522,0.9114094644876037,0.5794456347756483,0.006495755247840285,0.006408688957818958,0.9695192660569442,0.962351624701114,0.0071676413558301455,0.950263873420809,0.942686602013308,0.007577271407500974,0.9113504811873299,0.903356556637688,0.007993924549641873,0.9800096398657169,1.0620248,audit_only_not_for_training_or_tuning
17,4_8C_80PER_4_8C,0,b3c7,high,11.0,0.0022678356714391883,linear_recent,13292.048466200824,,,1823.0,1834.0,,11469.048466200824,,6.291304698958214,0.004150593913656259,0.00414246333323234,1.001920271431043,0.9974834610388325,0.004436810392210444,0.9990471116222139,0.9959750381090773,0.0030720735131366528,0.993164337052939,0.9929581922495669,0.00020614480337211027,1.0022016415057797,1.0664694,audit_only_not_for_training_or_tuning
17,4_8C_80PER_4_8C,0,b3c7,high,11.0,0.0022678356714391883,policy_mean,9592.42944770426,,,1823.0,1834.0,,7769.42944770426,,4.261892181955162,0.0043031187601095785,0.004293171421483239,1.001920271431043,0.9971879549834384,0.004732316447604523,0.9990471116222139,0.9950885199428946,0.003958591679319334,0.993164337052939,0.9908896498618074,0.0022746871911316635,1.0022016415057797,1.0664694,audit_only_not_for_training_or_tuning
