battery_id,global_id,dataset_id,local_id,policy,C1,Q1,C2,initial_capacity,mean_chargetime,mean_IR,mean_Tavg,prediction_test,max_cycle,SOH_1,SOH_200,fade_200,E_L,E_H,C_high,q_star,power_p,power_q,IR_1,tau_high,Pi_high,H_all
40,131,3,37,5_6C_36PER_4_3C,5.6,36,4.3,1.0606048,10.1933407266812,0.0153117584880694,37.4656845936636,0,200,0.99837581349811,0.99304068772836,0.00533512576975,261.8,129.0,4.3,50.0,1.0,1.0,0.015283138,6.976744186046512,0.0657174934,5.9726503304
41,132,3,38,4_8C_80PER_4_8C,4.8,80,4.8,1.099805,11.1030957823375,0.0147891851738661,36.540912550649,0,200,0.95314922190752,0.949706538886439,0.003442683021081,240.0,144.0,4.8,50.0,1.0,1.0,0.014971708,6.25,0.0718641984,5.749135872
42,133,3,39,5C_67PER_4C,5.0,67,4.0,1.0726566,10.1268713745261,0.016020166975181,36.2175029820195,0,200,0.998768962965407,0.996213508591659,0.0025554543737479,250.0,137.0,4.566666666666666,50.0,1.0,1.0,0.016009804,6.65,0.07311143826666666,6.195794148
43,134,3,40,5_3C_54PER_4C,5.3,54,4.0,1.0515106,10.1135283477634,0.0156783308831169,35.02828335,0,200,0.997503106483187,0.994707770896461,0.0027953355867259,265.0,125.2,4.173333333333334,50.0,1.0,1.0,0.015740374,7.254716981132075,0.06568982749333335,6.141893934800001
44,135,3,41,5_6C_19PER_4_6C,5.6,19,4.6,1.0638335,10.275761475891,0.0154024676779874,35.6420392179827,0,200,0.997607557949623,0.993929397786401,0.0036781601632219,249.0,138.0,4.6,50.0,1.0,1.0,0.015553804,6.521739130434783,0.07154749839999999,6.019322147999999
45,136,3,42,5_6C_36PER_4_3C,5.6,36,4.3,1.0548838,10.2448038980892,0.0184627738942675,34.7929750807789,0,200,0.997508408035084,0.996571717188187,0.0009366908468969,261.8,129.0,4.3,50.0,1.0,1.0,0.018552294,6.976744186046512,0.0797748642,7.250236495199999
46,137,3,43,4_8C_80PER_4_8C,4.8,80,4.8,1.0699885,11.1688661019703,0.0160106622023157,34.7899428590273,0,200,0.998311168764898,0.996961715009087,0.0013494537558109,240.0,144.0,4.8,50.0,1.0,1.0,0.016429476,6.25,0.07886148479999999,6.308918783999999
47,138,3,44,5C_67PER_4C,5.0,67,4.0,1.073334,10.1793261977671,0.0159244541636364,35.4303828599364,0,200,0.99828815634276,0.996565081326037,0.0017230750167229,250.0,137.0,4.566666666666666,50.0,1.0,1.0,0.016045744,6.65,0.07327556426666666,6.2097029280000005
48,139,3,45,5_3C_54PER_4C,5.3,54,4.0,1.0739049,10.1638524955626,0.0156670028477103,34.4465209353796,0,200,0.997564234970899,0.996938113421402,0.0006261215494969,265.0,125.2,4.173333333333334,50.0,1.0,1.0,0.015744392,7.254716981132075,0.06570659594666667,6.1434617584
49,140,3,46,4_8C_80PER_4_8C,4.8,80,4.8,1.0721447,11.1468243490742,0.0156723353866667,33.7223749238768,0,200,0.998476334397773,0.996960974577406,0.0015153598203669,240.0,144.0,4.8,50.0,1.0,1.0,0.015778109,6.25,0.07573492319999998,6.058793855999999
