battery_id,prediction_test,policy,cutoff,mean_kind,EOL_point,EOL_median,EOL_lower_90,EOL_upper_90,EOL_lower_95,EOL_upper_95,bootstrap_crossing_probability,bootstrap_samples,max_reported_cycle,model_disagreement
23,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,exponential,472.8705380382207,482.12278121732595,414.3495573878182,573.680985151633,399.39168906003886,581.2521803382906,1.0,100,20000,4408.500644704581
24,1,5_6C_36PER_4_3C_NEWSTRUCTURE,150,linear,7191.11545023702,6696.491782212139,3302.0265160512986,12552.391512193753,2578.1090899212236,14101.271522275303,0.78,100,20000,6808.4087904210655
24,1,5_6C_36PER_4_3C_NEWSTRUCTURE,150,power,819.4400247578955,815.4878547849673,637.9446847819498,1436.8146143389201,622.9339290699835,1580.7861449044285,1.0,100,20000,6808.4087904210655
24,1,5_6C_36PER_4_3C_NEWSTRUCTURE,150,exponential,382.70665981595454,374.28223576611913,287.4082019441496,528.925107266819,274.2047161096178,575.7096094659876,1.0,100,20000,6808.4087904210655
25,1,4_8C_80PER_4_8C_NEWSTRUCTURE,150,linear,9796.663083827583,9228.267383196442,6122.841779528393,13037.245911519807,5873.048390282659,14133.980636242111,0.93,100,20000,9148.28563349436
25,1,4_8C_80PER_4_8C_NEWSTRUCTURE,150,power,1974.2135001624245,1924.262958366915,1132.5117653234838,4529.959730652249,1014.354918404917,4985.8611677339095,1.0,100,20000,9148.28563349436
25,1,4_8C_80PER_4_8C_NEWSTRUCTURE,150,exponential,648.3774503332234,623.1280362794462,461.9261125803335,1484.9580195089507,440.6829447210753,3093.3406826644414,1.0,100,20000,9148.28563349436
26,0,5_3C_54PER_4C_NEWSTRUCTURE,150,linear,6329.791125403117,6037.123298963497,3631.988559151966,11579.385857665837,3268.920325155099,12035.227858323278,0.92,100,20000,5834.164354354134
26,0,5_3C_54PER_4C_NEWSTRUCTURE,150,power,1287.8950114776976,1279.6390152543256,934.4814653547754,2036.0719569776902,902.4107846734747,2312.7048332503973,1.0,100,20000,5834.164354354134
26,0,5_3C_54PER_4C_NEWSTRUCTURE,150,exponential,495.6267710489825,490.4597796843274,421.3618346618559,584.7414932155026,417.63626415408646,629.5928723834406,1.0,100,20000,5834.164354354134
27,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,linear,6926.697883571696,7516.555370467615,5083.486507755755,12070.764798303348,5010.247885041316,12537.995951822593,1.0,100,20000,5632.149433210061
27,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,power,3134.927142438235,3046.2596484974592,2236.738872990199,4715.554933754692,2166.0288160144933,4915.01990575984,1.0,100,20000,5632.149433210061
27,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,exponential,1294.5484503616353,1196.1082932362206,757.4093728737939,4795.455908002459,742.0212146887916,4855.426847795683,1.0,100,20000,5632.149433210061
28,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,linear,6289.544979747943,6430.813367916062,5203.2835739611955,8725.460404765667,5100.496975184487,9225.89330570333,1.0,100,20000,5249.00576033716
28,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,power,2804.7348372422066,2750.625608772165,2013.2810450148215,3856.9682167806563,1960.2546572498172,3963.732870119042,1.0,100,20000,5249.00576033716
28,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,exponential,1040.5392194107835,1056.0578708496128,694.9515482927949,2447.739811756878,667.0953488243354,3211.844723396252,1.0,100,20000,5249.00576033716
29,0,5C_67PER_4C_NEWSTRUCTURE,150,linear,7041.191775508653,6771.091778724375,4084.5680078671244,12458.105655503092,3801.1294404548808,16845.211143185847,0.87,100,20000,6567.688995887272
29,0,5C_67PER_4C_NEWSTRUCTURE,150,power,1216.280746500185,1197.8456261085234,891.8222009155198,1586.989656498106,851.3606084311472,1642.3938517478311,1.0,100,20000,6567.688995887272
29,0,5C_67PER_4C_NEWSTRUCTURE,150,exponential,473.5027796213816,468.0304568883164,406.29289913775403,548.9456851618005,394.77115946022343,556.66009114063,1.0,100,20000,6567.688995887272
30,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,linear,1365.9706603213338,1359.015549891416,1257.5622345260383,1517.0151273612166,1252.6460599357144,1545.4236514581603,1.0,100,20000,237.2512032990851
30,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,power,1283.4357884208582,1280.416611651496,1213.4448529738413,1352.3288926314674,1192.7568242749817,1357.916029795467,1.0,100,20000,237.2512032990851
30,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,exponential,1128.7194570222487,1090.5950754417402,924.0755472117238,1133.3425415560175,903.7625275226495,1133.4918701976717,1.0,100,20000,237.2512032990851
31,0,5C_67PER_4C_NEWSTRUCTURE,150,linear,6632.926020215198,6160.791150110503,2960.850988827204,15404.470036588153,2447.95619779205,16525.510557045447,0.74,100,20000,6330.888326454235
31,0,5C_67PER_4C_NEWSTRUCTURE,150,power,666.0671355915848,683.3161749630565,647.1110490917455,1019.9913594484556,642.5566501268063,1110.6084070357429,1.0,100,20000,6330.888326454235
31,0,5C_67PER_4C_NEWSTRUCTURE,150,exponential,302.0376937609637,295.66458793503267,278.10370069497975,363.5823779932284,275.1298670828206,374.11729677646656,1.0,100,20000,6330.888326454235
32,0,5_3C_54PER_4C_NEWSTRUCTURE,150,linear,6768.240697841134,6769.227830023746,2827.154969832849,13015.966279272887,2718.693795297127,14040.983727295337,0.79,100,20000,6448.0400100663555
32,0,5_3C_54PER_4C_NEWSTRUCTURE,150,power,664.591106329583,679.4030811079824,652.1270466085261,928.186336038524,649.5359535917936,1031.1184106952978,1.0,100,20000,6448.0400100663555
32,0,5_3C_54PER_4C_NEWSTRUCTURE,150,exponential,320.2006877747778,325.92004194385527,279.67314295749753,378.7149132685537,276.07043166959994,415.02531542197244,1.0,100,20000,6448.0400100663555
33,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,linear,6777.905851936413,6271.35010819435,3005.022285943152,12523.088947048383,2442.7624961354127,13825.990849577354,0.89,100,20000,6403.00610833674
33,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,power,776.6760974554868,805.6529013248182,626.812170355358,1014.8933447842604,621.9598940279183,1117.1345762159299,1.0,100,20000,6403.00610833674
33,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,exponential,374.8997435996728,379.53237148934153,339.4682275390705,454.2398465961225,333.5645171743317,459.3521778120219,1.0,100,20000,6403.00610833674
34,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,linear,5229.519526420225,5133.344172215216,2613.8242979423812,11293.800875222962,2418.9117000132524,12921.484824005622,0.82,100,20000,4859.831373266437
34,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,power,752.3740885624499,747.9140132822614,590.4756747678459,937.3214835361081,588.1084514515214,975.2274476397198,1.0,100,20000,4859.831373266437
34,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,exponential,369.68815315378737,374.1247971283489,336.5076182107126,447.3019356011129,319.4293767008057,448.8200849319069,1.0,100,20000,4859.831373266437
35,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,linear,912.7365307505229,918.7352403998109,794.7338346709469,1096.874469883949,781.4729527432245,1106.038404852095,1.0,100,20000,387.7182425554024
35,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,power,734.1737027233195,734.4208730004843,721.1780985335232,744.5581157982414,719.8726938842439,746.8317742711414,1.0,100,20000,387.7182425554024
35,0,3_7C_31PER_5_9C_NEWSTRUCTURE,150,exponential,525.0182881951205,526.634287674071,504.18581576987816,544.306342024709,501.22623363703076,553.4336371580125,1.0,100,20000,387.7182425554024
36,0,5_3C_54PER_4C_NEWSTRUCTURE,150,linear,7083.200963424867,7152.23383667155,3484.7376387356885,14174.093687629702,2966.544700739189,16758.839266808987,0.88,100,20000,6658.8714646333665
36,0,5_3C_54PER_4C_NEWSTRUCTURE,150,power,1012.7476171067244,993.7216257950022,778.4243868824968,1327.262538119387,750.9984611284714,1417.5711577243,1.0,100,20000,6658.8714646333665
36,0,5_3C_54PER_4C_NEWSTRUCTURE,150,exponential,424.3294987915003,418.37336070147785,367.57596346575014,497.5532542000397,342.26160732941696,518.837254988916,1.0,100,20000,6658.8714646333665
37,0,5C_67PER_4C_NEWSTRUCTURE,150,linear,6606.572288153292,6191.016023214189,4303.413881976792,12904.856807644132,3483.5876559144945,15629.044353961419,0.95,100,20000,6106.769333748079
37,0,5C_67PER_4C_NEWSTRUCTURE,150,power,1269.6324016137644,1249.823693444643,947.8150122626555,1733.7848463240691,925.2725911112095,1891.7124919045093,1.0,100,20000,6106.769333748079
37,0,5C_67PER_4C_NEWSTRUCTURE,150,exponential,499.80295440521326,489.34550448864184,405.8867238316361,625.6677835353973,399.17201224067423,656.9136277995963,1.0,100,20000,6106.769333748079
38,0,5_3C_54PER_4C_NEWSTRUCTURE,150,linear,5492.24196767643,5238.287332750853,4106.471476682834,8940.968143862867,3966.2072349189966,9689.18580770014,1.0,100,20000,4885.1692327955425
38,0,5_3C_54PER_4C_NEWSTRUCTURE,150,power,1628.1541090271717,1635.5994009832502,1316.026027315866,1944.537514311717,1269.6790628778028,2154.2179965632904,1.0,100,20000,4885.1692327955425
38,0,5_3C_54PER_4C_NEWSTRUCTURE,150,exponential,607.0727348808877,599.1273014234087,491.71438667182764,718.6659900907914,477.5329245399773,765.6824671379197,1.0,100,20000,4885.1692327955425
39,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,linear,6345.092059743265,6379.71161492446,4578.21747840655,11584.769067283594,4272.959456351669,13403.7055213813,1.0,100,20000,5646.146567713106
39,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,power,2148.7928436331777,2189.857690767176,1547.7236015507406,2928.5872870612598,1485.2333412189862,3114.989426595302,1.0,100,20000,5646.146567713106
39,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,exponential,698.9454920301584,697.1687335258551,523.4218532632566,1022.6015257697272,499.1230313067915,1148.8243858609515,1.0,100,20000,5646.146567713106
40,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,linear,5228.192640097106,5160.788267228174,3967.1503444569166,7340.105849901988,3704.6571025710223,7724.7757541757765,0.99,100,20000,4552.402303593292
40,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,power,1805.7978047877175,1846.6341876415997,1417.0913563492609,2226.904470265017,1380.2753671399837,2348.263361060564,1.0,100,20000,4552.402303593292
40,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,exponential,675.7903365038134,679.0002498756965,543.7330670617537,816.090550831171,520.9755709217837,839.3169414901422,1.0,100,20000,4552.402303593292
41,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,linear,4780.742902980093,4626.957223719927,2754.9223886736354,10974.075054289911,2563.5750225980305,12522.826270618269,0.97,100,20000,4379.279273081219
41,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,power,807.0517320963647,816.165976753211,558.975441081916,1259.8069843033147,532.3106403838817,1284.6998182209657,1.0,100,20000,4379.279273081219
41,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,exponential,401.46362989887416,409.76559343995325,337.6725078455198,537.5485847859773,334.5441585884559,582.1093831306555,1.0,100,20000,4379.279273081219
42,0,5C_67PER_4C_NEWSTRUCTURE,150,linear,9574.917239518794,9304.000562856309,6180.07307318737,13950.690803633175,5649.728873154901,15524.670103402244,0.94,100,20000,9016.798397160937
42,0,5C_67PER_4C_NEWSTRUCTURE,150,power,1719.5724552934455,1695.809801644665,1257.5961157046395,2771.601250948375,1180.1976601483404,2943.92080668808,1.0,100,20000,9016.798397160937
42,0,5C_67PER_4C_NEWSTRUCTURE,150,exponential,558.1188423578565,550.6929711410685,460.55484280584335,679.1638868411729,454.37225957099264,700.568839621034,1.0,100,20000,9016.798397160937
43,0,5_3C_54PER_4C_NEWSTRUCTURE,150,linear,6296.408391871278,6465.032869977796,4569.108568648874,12458.691068485128,3636.2087673392293,15885.869329640656,0.96,100,20000,5780.256847502756
43,0,5_3C_54PER_4C_NEWSTRUCTURE,150,power,1265.5653372847833,1282.1412194792042,916.5881752958485,1972.9088690571223,876.785124045188,2289.5727686867294,1.0,100,20000,5780.256847502756
43,0,5_3C_54PER_4C_NEWSTRUCTURE,150,exponential,516.151544368522,510.2083972323295,400.3015738126313,703.1664582605841,391.2614788953671,729.3918405121602,1.0,100,20000,5780.256847502756
44,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,linear,5548.26230063527,5744.684716909325,4033.9551835836533,10863.753357814605,3325.337497967566,12101.5589954234,0.95,100,20000,5072.239866377282
44,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,power,1165.8499645565123,1151.659095814304,898.3748224560911,1508.5267143612766,871.6239498455216,1557.3793855229028,1.0,100,20000,5072.239866377282
44,0,5_6C_19PER_4_6C_NEWSTRUCTURE,150,exponential,476.0224342579875,476.7584527228213,411.7013043176285,546.8643560824967,388.7445862145847,557.5477798607915,1.0,100,20000,5072.239866377282
45,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,linear,9575.732329118084,8675.916582348349,3417.3450691637504,15152.673365662424,3364.416745465655,16855.06563110571,0.72,100,20000,9257.799478943523
45,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,power,736.1834107402664,760.5759811434227,708.5769271842577,1452.7937003982747,700.2440526778475,1590.1497015286986,1.0,100,20000,9257.799478943523
45,0,5_6C_36PER_4_3C_NEWSTRUCTURE,150,exponential,317.9328501745608,320.03407793139166,284.57098550215477,384.30216294363856,281.72736071122546,411.2518611438788,1.0,100,20000,9257.799478943523
46,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,linear,8670.689325016989,6598.282158778671,3841.2702752110818,14205.424945159404,3586.792185386235,14957.826618072866,0.8,100,20000,8292.321923241736
46,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,power,836.1027154733175,821.0691146944055,721.0464838021118,1568.609738342047,713.8632702054015,1803.6690348332204,1.0,100,20000,8292.321923241736
46,0,4_8C_80PER_4_8C_NEWSTRUCTURE,150,exponential,378.36740177525206,377.37264211944284,306.83549855574694,493.5722604460402,293.69596194411145,515.1214439355846,1.0,100,20000,8292.321923241736
47,0,5C_67PER_4C_NEWSTRUCTURE,150,linear,10343.847687807105,9128.488822020649,4281.5465455372205,15941.929664251677,4192.97608936745,17904.73691275866,0.71,100,20000,9982.66192563417
47,0,5C_67PER_4C_NEWSTRUCTURE,150,power,739.3723034105957,750.7562641137672,717.0304462126144,1015.849097193776,711.5159338734722,1073.6293792955075,1.0,100,20000,9982.66192563417
47,0,5C_67PER_4C_NEWSTRUCTURE,150,exponential,361.18576217293526,359.79839601448737,310.9067931299216,447.2109211431818,306.065231164784,468.55378729473273,1.0,100,20000,9982.66192563417
