battery_id,policy,soh1,soh150,fade150,soh_lin_slope,soh_quad_curv,soh_fit_resid_std,pw_a,pw_b,exp_a,exp_b,exp_c,d1_50,d50_100,d100_150,soh_slope_1_50,ir_mean,ir_std,ir_slope,ir_rel_end,tavg_mean,tavg_std,tavg_slope,ct_mean,ct_std,ct_slope,C1,Q1,C2,initial_capacity,dataset_id,t1,t2,t12,avgC80,C1_over_C2,soh200,fade200,late_mean,has_full200
11,5_3C_54PER_4C_NEWSTRUCTURE,0.998319956052918,0.996765143698668,0.0015548123542500347,-1.9349802453795216e-05,-1.6421352152305468e-07,0.0003980164884278444,7.023801766453744e-12,3.8526143993381785,0.6122276420021857,3.166842703185144e-05,0.38771883989641504,0.0010438601571809425,-0.0013899733695719174,-0.0012086991418590598,1.9108130412263424e-05,0.01500161491333333,4.6598033932362105e-05,4.4811788435039404e-07,-0.009328073591381218,34.93854051940086,0.22561586213076895,0.004371268692713622,10.041297744444396,0.001579058885118034,-2.0885757879825605e-06,5.3,54.0,4.0,1.0687399,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,,,,0
12,5_6C_19PER_4_6C_NEWSTRUCTURE,0.998717567315019,0.996427994673131,0.0022895726418880047,-2.258146914839393e-05,-1.2103606605586455e-07,0.0003138507734484302,1.1159592977693116e-08,2.4517025926040175,0.6277372544281148,3.6060362707286674e-05,0.3722892887032977,0.0005418619041489547,-0.0014903777105199634,-0.001341056835516996,8.411039699928073e-06,0.014584682953333334,9.841278872911162e-05,-1.4923526041158001e-06,-0.033239375386504566,37.06099687761897,0.5300255112426171,0.010574246205845534,10.04358056666666,0.0009240093518427535,-2.430635435205911e-06,5.6,19.0,4.6,1.0632137,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,0.99419935051627,0.004518216798749086,0.9954170601827272,1
13,5_6C_36PER_4_3C_NEWSTRUCTURE,0.998611757370153,0.997017918336173,0.0015938390339799158,-1.7678112909209386e-05,-1.6464105442892444e-07,0.0003694483516067861,4.023972223683952e-12,3.971621572360299,0.6002142008936379,2.9506492279378182e-05,0.39978196319642856,0.0009141611784960757,-0.0012864251565080087,-0.0012215750559679828,1.8313452469843937e-05,0.015011897386666669,3.42849041405984e-05,5.2159034268187e-07,0.004431393179228126,36.18602771253804,0.21194354519783604,0.0035862638131574933,10.041374000000035,0.001088941224539414,-6.089366934718303e-06,5.6,36.0,4.3,1.0655342,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,0.995155786646735,0.003455970723417967,0.9961851535126698,1
14,5_6C_19PER_4_6C_NEWSTRUCTURE,0.998492055446797,0.997543986831153,0.0009480686156440044,-1.2874625435048423e-05,-2.0015962086221896e-07,0.00039843905168713536,1.3895885845090728e-14,4.991331152335048,0.5398199803194197,2.3879590843649437e-05,0.46005957157732746,0.0011867446629439948,-0.001023157082208015,-0.0011116561963799843,2.4287398060364753e-05,0.015134326906666669,3.429518685922782e-05,7.079713765051438e-08,-0.012164662658082984,32.206926142652094,0.1993636215150014,0.0033252956078349406,10.045542944444447,0.0010157158133618528,-2.4950768183852323e-06,5.6,19.0,4.6,1.075265,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,,,,0
15,5_6C_36PER_4_3C_NEWSTRUCTURE,0.998717439816754,0.996200533216553,0.0025169066002009854,-2.2956248483265348e-05,-2.0991586511406948e-07,0.00041089250371086365,6.34857020613342e-11,3.504444484905122,0.7015887903997892,3.278667991535342e-05,0.298626422341202,0.0007833219076249787,-0.0015036063555650125,-0.0017966221522609516,1.3482129348753856e-05,0.015185255406666664,4.4538726749098116e-05,-1.0670850260011106e-07,-0.014602393803049686,35.71112325567547,0.4842450652322325,0.00637696498445788,10.042033711111143,0.0007100453228203145,-4.052861615902042e-07,5.6,36.0,4.3,1.0540558,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,0.993561365536815,0.005156074279939027,0.9949942895812537,1
16,3_7C_31PER_5_9C_NEWSTRUCTURE,0.999707319807998,0.972184136045023,0.027523183762975023,-0.0001903338755905286,-7.050189750718459e-08,0.00018863576779273609,0.00010187244261081995,1.1189527474708925,0.9999999844335344,0.000193098685344045,0.0010230912110441382,-0.008241279326810957,-0.009472565159299062,-0.009809339276865003,-0.00017976800346418946,0.013778151340000001,0.00010052361213447055,2.182067937241617e-06,0.029359703886869523,34.16561933359892,0.26988833107940313,0.0024194366114473707,10.101752044444456,0.03429037571766453,0.0007645099959998729,3.7,31.0,5.9,1.0630716,3,0.08378378378378379,0.08305084745762711,0.1668346312414109,5.0475,0.6271186440677966,,,,0
17,4_8C_80PER_4_8C_NEWSTRUCTURE,0.998088426855813,0.99823767250371,-0.00014924564789697836,-7.006831656164957e-06,-1.5236899780497625e-07,0.0003503612973157653,,,0.3528811506826767,1.9872976156756703e-05,0.64671067930953,0.0014076928320440052,-0.0006864991656699848,-0.000571948018477042,2.3178428936920346e-05,0.015433064199999997,3.523442789899001e-05,1.3378777367878277e-07,-0.007777425210134075,32.89860934160838,0.20001488264234182,0.0033749913107361073,11.040130122222257,0.0051843145848060315,-1.5353337184871743e-05,4.8,80.0,4.8,1.070919,3,0.16666666666666666,0.0,0.16666666666666666,4.8,1.0,0.997381893495213,0.0007065333606000035,0.9978243028651093,1
18,5C_67PER_4C_NEWSTRUCTURE,0.997850651212335,0.996899227707608,0.0009514235047269892,-1.572289265917493e-05,-3.0279761662188706e-07,0.0005884867034387229,1.501950447486585e-14,4.930969839562971,0.660239114096112,2.3840393211423304e-05,0.3397395280803803,0.001979322071454015,-0.001342627178973932,-0.0015881183972070723,3.598812606112498e-05,0.015243962406666665,4.343907169171015e-05,-5.421904884662161e-07,-0.018088782405401002,33.17270900285455,0.2270207537447218,0.004247360974134993,10.043263077777825,0.0010114463425514645,-1.0739884735272789e-06,5.0,67.0,4.0,1.0687144,3,0.134,0.0325,0.1665,4.8375,1.25,0.995022140620544,0.0028285105917910114,0.9959361558148744,1
19,5_3C_54PER_4C_NEWSTRUCTURE,0.997982383905206,0.998351338451851,-0.00036895454664498395,-6.629451687265591e-06,-1.9810021482801459e-07,0.0004306003089714162,,,0.3639470034151529,1.8225600367815506e-05,0.6358127546035496,0.0018599399070610145,-0.0007129549930879886,-0.000778030367328042,3.200164467715995e-05,0.0158120068,4.231951109177635e-05,4.4033276145608016e-07,-0.006312756424945373,33.184629240984556,0.19676328741519666,0.0034258115522882854,10.041383877777804,0.0023867395794324076,4.922763975270847e-06,5.3,54.0,4.0,1.0733707,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,0.997276849461235,0.0007055344439710343,0.9978312216832453,1
20,4_8C_80PER_4_8C_NEWSTRUCTURE,0.998256874548827,0.997503208448294,0.000753666100532957,-1.2634448297099386e-05,-2.3770722207736056e-07,0.00047241475460764394,1.0445463762139787e-14,4.9642293385081375,0.5707886441531715,2.215827620226793e-05,0.429139517318669,0.0015731396633690276,-0.0011903230495229344,-0.0011364827143790501,2.9723718716670586e-05,0.015370921199999998,3.904611702063684e-05,-1.7231869860885066e-07,-0.01185852278592553,32.63948555702063,0.2072407551403548,0.0036568375097465766,11.039552922222216,0.005387937783817897,-1.728545861308326e-05,4.8,80.0,4.8,1.0650008,3,0.16666666666666666,0.0,0.16666666666666666,4.8,1.0,0.995832331769141,0.0024245427796859564,0.9965872737363592,1
21,5_6C_19PER_4_6C_NEWSTRUCTURE,0.998594008913476,0.995676727769333,0.0029172811441430246,-2.735136204097599e-05,-2.5609465115312825e-07,0.0004874674199133039,1.685412611350271e-10,3.340486500006822,0.7435163814996701,3.686987114525442e-05,0.25687617378230826,0.0008965168407849555,-0.0017686117915990396,-0.0020451861933289406,1.3743353962223161e-05,0.01551929012,2.8794215622255435e-05,-1.9873811280510429e-07,-0.00800376771371665,34.328939845481145,0.2370663249818302,0.004612915408072235,10.042441555555616,0.0011003854430902504,2.5561787938013497e-06,5.6,19.0,4.6,1.0707607,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,0.993268710739944,0.005325298173532,0.9944642869317113,1
22,5_6C_36PER_4_3C_NEWSTRUCTURE,0.99853890131604,0.99790275808469,0.0006361432313499726,-1.135558540943281e-05,-1.5444842217418166e-07,0.0003485284049975391,8.414840097427084e-15,4.984178780613147,0.4760466677105412,2.388532752455955e-05,0.5238891820239323,0.0011667609149230707,-0.0009484531679020414,-0.0008544509783710019,2.1040947260469837e-05,0.016056480893333332,3.713314271647323e-05,2.8084750788922825e-07,-0.007101367801525392,33.329052100171154,0.21628229609018493,0.003931906247504042,10.042595177777752,0.0009816045384973846,3.524079588298871e-06,5.6,36.0,4.3,1.076943,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,0.996730026565937,0.00180887475010294,0.9973153056382743,1
23,5_6C_19PER_4_6C_NEWSTRUCTURE,0.997818406429724,0.995772255030105,0.002046151399618945,-2.4641279496685158e-05,-3.204912493951646e-07,0.0006329389890014336,3.055999405094393e-14,4.9857608635784105,0.7407875155084047,3.332569995801135e-05,0.2594266334469883,0.0017535822876509899,-0.0017364083606449254,-0.0020633253266250096,3.0398673016373767e-05,0.01510131736,5.577572859231656e-05,-1.0833418338592945e-06,-0.015420598538957728,34.24471874848398,0.25081096081925064,0.004746189999382491,10.042423566666658,0.0009608217576453208,4.8276841934468295e-06,5.6,19.0,4.6,1.0696447,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,0.993248052367296,0.004570354062428006,0.994469251051307,1
24,5_6C_36PER_4_3C_NEWSTRUCTURE,0.997241516122286,0.997516660261313,-0.0002751441390270726,-8.930677331189856e-06,-3.338788943580581e-07,0.0006561592353991909,,,0.513219615149918,1.740718042316995e-05,0.48638850605810396,0.0025934493546800885,-0.0010404973647740734,-0.0012778078508789426,4.891029726551354e-05,0.01555046878,3.6429460196747944e-05,-1.0948156451401715e-07,-0.010714129306161266,33.232099825264406,0.21630172015115642,0.0038750024358255625,10.041845744444439,0.0007725632239287941,-3.0720032008021963e-06,5.6,36.0,4.3,1.0777442,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,,,,0
25,4_8C_80PER_4_8C_NEWSTRUCTURE,0.998221132177794,0.997304094302957,0.0009170378748369901,-1.5228354460775302e-05,-1.8644079780981323e-07,0.000449161062921889,1.4357157080912907e-14,4.9620117884242605,0.5785231563959895,2.6362454779259417e-05,0.4213830913000694,0.0014108274997490788,-0.0013391586653850318,-0.000988706709201037,2.6929842857743915e-05,0.015310462060000004,3.564886190775979e-05,-2.293948477710478e-07,-0.012161755557719232,35.049192850713276,0.22279809894051353,0.004176137366568582,11.040594166666649,0.003394026147204895,-1.0332687379152677e-05,4.8,80.0,4.8,1.0643399,3,0.16666666666666666,0.0,0.16666666666666666,4.8,1.0,,,,0
26,5_3C_54PER_4C_NEWSTRUCTURE,0.99888517011817,0.995957929041739,0.002927241076431053,-1.4730649500565198e-05,-1.7380192602842582e-07,0.00043994672029629074,2.843042809097063e-06,1.3628736606492047,0.573479215237555,2.5724664788819743e-05,0.425310732099936,-0.00038784866203700474,-0.000924305762775024,-0.0016150866516190243,3.456723234541729e-06,0.015441141793333335,0.00026616650422051677,-5.688511044935497e-07,-0.006870720452539576,35.193298760425485,0.27987040030080595,0.005164318328779489,10.042265577777766,0.0019587746324566564,4.381184347772587e-06,5.3,54.0,4.0,1.069051,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,0.994394257149565,0.004490912968605043,0.9951289257481636,1
27,5_6C_19PER_4_6C_NEWSTRUCTURE,0.999055247946604,0.995656278564819,0.0033989693817850775,-3.009073184074653e-05,-9.793023668647673e-08,0.00028477541966012525,2.8345916550112345e-07,1.886390883131804,0.6711666207513152,4.4975977082505544e-05,0.32911661507427786,-4.284430892065316e-06,-0.0018708619265760396,-0.0015238230243169726,-3.799517875170661e-06,0.015021707006666668,3.002586263785949e-05,1.6922841192939917e-07,-0.007921154392435566,35.42599413320099,0.26375610028803353,0.00533967583582312,10.043126199999982,0.0006920206802576651,2.4954649834528393e-06,5.6,19.0,4.6,1.0701538,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,0.99349054780724,0.005564700139364054,0.994579136382079,1
28,5_6C_36PER_4_3C_NEWSTRUCTURE,0.999197858049499,0.995663156438166,0.0035347016113329577,-3.0860636853331734e-05,-1.1192908718837693e-07,0.0002849150474286436,2.528446428480738e-07,1.9192787528229436,0.6861419467851102,4.511931448619805e-05,0.3142729507171866,-4.561878544095954e-05,-0.0018698999543440564,-0.0016191828715479417,-4.77899978384293e-06,0.01547495314,4.1764719472675395e-05,3.0578351926749357e-07,-0.007825706135436098,35.22442482026258,0.24886377292419506,0.004939582329243567,10.043166899999965,0.0008848901908355895,5.520630543181709e-07,5.6,36.0,4.3,1.0738997,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,0.993623156799467,0.00557470125003201,0.9946628373208413,1
29,5C_67PER_4C_NEWSTRUCTURE,0.998365188483705,0.997093808330202,0.0012713801535030322,-1.629544403293502e-05,-2.3550550830721245e-07,0.00046335074785898173,1.708625536659804e-14,4.99687876307181,0.6159782378957648,2.6492297083745242e-05,0.3841056508052118,0.0013376326372109837,-0.0011884440089510173,-0.0014205687817629986,2.399017147702791e-05,0.015274144506666669,4.1701157602387364e-05,3.335374905550357e-07,-0.010375567246872613,33.20936716157065,0.2177291107284295,0.003981601308947157,10.043287677777759,0.0012349025010036717,-5.525430770320115e-07,5.0,67.0,4.0,1.0681109,3,0.134,0.0325,0.1665,4.8375,1.25,0.995191763327198,0.0031734251565069815,0.9961144001058319,1
30,3_7C_31PER_5_9C_NEWSTRUCTURE,0.999629848206699,0.978803668056615,0.020826180150083973,-0.0001500975923882012,-8.520624337552274e-08,0.00031367342673408344,4.732333442426996e-05,1.2201905257568553,0.9867442318410226,0.0001538663490384518,0.014648005589859842,-0.0055013457045389735,-0.007874016079586044,-0.0074508183659589555,-0.00012314350356309954,0.014121825893333332,7.015821214233355e-05,1.4415039992888155e-06,0.021273113751365032,35.06974892893961,0.3271274144115538,0.006970471202220403,10.093422166666668,0.023942552105686556,0.0005351702120096558,3.7,31.0,5.9,1.0686967,3,0.08378378378378379,0.08305084745762711,0.1668346312414109,5.0475,0.6271186440677966,0.97151753626637,0.028112311940328927,0.975118147833712,1
31,5C_67PER_4C_NEWSTRUCTURE,0.997311956697224,0.997502841944504,-0.0001908852472800593,-7.042900073145172e-06,-3.577282273015523e-07,0.0006546908211686884,,,0.37481523292185664,1.879003104867617e-05,0.624693486975176,0.0024766848290440624,-0.0007233603794930543,-0.0015624392022709488,4.7232772535373696e-05,0.01556309326,4.484144241754845e-05,1.1536630961368604e-07,-0.013886453058386532,34.796173441370165,0.22369523141389958,0.004131607738805999,10.041865822222206,0.0007951954849818927,-8.313613937578792e-07,5.0,67.0,4.0,1.0511289,3,0.134,0.0325,0.1665,4.8375,1.25,0.995305927750631,0.0020060289465929637,0.9965202888056832,1
32,5_3C_54PER_4C_NEWSTRUCTURE,0.997510986930187,0.997524427001968,-1.344007178094575e-05,-8.092442850352165e-06,-3.341101175368629e-07,0.0006232129022872634,,,0.510822137568935,1.5845436289827896e-05,0.48880549859942773,0.0022464535620649873,-0.000692581352557009,-0.0015404321377270325,4.457487227604043e-05,0.015653600033333336,3.97756801495751e-05,3.752440748477783e-07,-0.010018483469321967,35.715480392765485,0.2506755203413008,0.00486832969619972,10.042425433333353,0.002160625534566429,4.4879327958739863e-07,5.3,54.0,4.0,1.0654705,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,0.995780906181823,0.0017300807483640046,0.9967858660563573,1
33,5_6C_19PER_4_6C_NEWSTRUCTURE,0.997909611320592,0.997265152427079,0.0006444588935129447,-1.2635988174672005e-05,-2.8051917339060383e-07,0.0005320258494611381,1.9311177099739747e-14,4.785114942279224,0.5938141920187802,2.1298499435684065e-05,0.40603249700940836,0.0017837591134860498,-0.0009449349536330143,-0.0014832830533659802,3.3053357911988394e-05,0.015601198933333334,3.4697360917701605e-05,2.3684851771189435e-07,-0.008041448042203985,35.895067058468,0.272665650784741,0.005459913631982863,10.04235444444443,0.0008524078644183379,3.17615301456315e-06,5.6,19.0,4.6,1.0758095,3,0.033928571428571426,0.13260869565217392,0.16653726708074534,4.8374999999999995,1.2173913043478262,0.995231116661454,0.002678494659137942,0.9963458107592469,1
34,5_6C_36PER_4_3C_NEWSTRUCTURE,0.99793305967781,0.996519741696342,0.001413317981467932,-1.7811235071859682e-05,-3.2819481933028084e-07,0.0006076240084021795,1.7408823020692625e-14,4.998878371738978,0.6756072597043074,2.639662209159636e-05,0.32443336121620325,0.0017879988268150182,-0.0012934629498769779,-0.0019078538584059723,3.341528088456479e-05,0.01492769064666667,3.9400434521355565e-05,2.049286652739702e-07,-0.013681540443441826,35.43162517440305,0.2400223219293284,0.004599359817582391,10.045017722222262,0.0007963000619796359,-3.150925217288467e-07,5.6,36.0,4.3,1.0644526,3,0.06428571428571428,0.10232558139534884,0.16661129568106312,4.885,1.3023255813953487,0.994186049242587,0.003747010435222964,0.9954788652871908,1
35,3_7C_31PER_5_9C_NEWSTRUCTURE,0.999688343813542,0.971136559993198,0.028551783820343957,-0.00020270661647930872,-3.6545038504870503e-07,0.0006733667058460567,4.0040645028849435e-05,1.3147236130127227,0.9999999898448584,0.0002057530301681889,0.002482982007751819,-0.006851339676079982,-0.010436706236401028,-0.011263737907862947,-0.00015035539643496354,0.01349490514,0.00014970436292539947,3.356506989643948e-06,0.039304287965489564,35.90193163095971,0.36424498009139794,0.007838988483357208,10.117980377777839,0.04892679161921458,0.0011058391572962684,3.7,31.0,5.9,1.0526985,3,0.08378378378378379,0.08305084745762711,0.1668346312414109,5.0475,0.6271186440677966,0.960298209791312,0.03939013402223002,0.9655603176978024,1
36,5_3C_54PER_4C_NEWSTRUCTURE,0.998134453276844,0.997327955187339,0.0008064980895050589,-1.2867840059706006e-05,-2.437819902634162e-07,0.0004790391581367656,8.650907642576914e-15,4.997884645636494,0.5632296485019771,2.287114333869985e-05,0.43670910395161033,0.0015860038021530132,-0.0009838579151870697,-0.0014086439764710024,2.8567080985636653e-05,0.015578207726666668,4.093861656497013e-05,7.684491044037327e-08,-0.013184956885962636,32.33820500260697,0.20000012753875823,0.003417879693229083,10.043210755555574,0.0027001269447412875,-5.513839132833437e-06,5.3,54.0,4.0,1.0723398,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,0.995450933556695,0.002683519720149019,0.9963954313735255,1
37,5C_67PER_4C_NEWSTRUCTURE,0.998665944000864,0.996525954440067,0.0021399895607969732,-2.1231664357884478e-05,-2.1999355909219881e-07,0.0004349914224976649,3.542676408462731e-11,3.584314807265043,0.6848630749690005,3.105908082410255e-05,0.31538389917698445,0.0009652452441230031,-0.001445104243381956,-0.0016601305615380202,1.7243872688552317e-05,0.015345379746666667,4.258964178764386e-05,-9.607679985780123e-08,-0.015405735077351873,33.20160434750579,0.21185613049092086,0.0037386162222825896,10.043249911111136,0.0007552011250163449,-7.095426461842615e-07,5.0,67.0,4.0,1.0629164,3,0.134,0.0325,0.1665,4.8375,1.25,0.994839326027898,0.0038266179729659067,0.99566502238558,1
38,5_3C_54PER_4C_NEWSTRUCTURE,0.998648182274915,0.995720615692459,0.002927566582456076,-2.7918977346809155e-05,-2.041065957659923e-07,0.00042573837340496797,2.248122349880435e-09,2.822321189633062,0.7351905431954965,3.8068494583921034e-05,0.26514987585322447,0.0006824391106049488,-0.001778501314646963,-0.0018315043784140617,9.698899987199875e-06,0.015316213433333333,4.3171382201330755e-05,3.446748015467192e-07,-0.008068481470012693,35.91027074212617,0.2581380218588234,0.005206944462781368,10.043766688888907,0.0021044684445522812,2.7267285960389987e-06,5.3,54.0,4.0,1.0642781,3,0.1018867924528302,0.065,0.1668867924528302,4.8774999999999995,1.325,0.993737308885713,0.004910873389202042,0.9947019644583499,1
