group,feature,n,pearson,pearson_p,spearman,spearman_p
3_7C_31PER_5_9C,Tavg,550,-0.572115860706762,3.921044918311569e-49,-0.5309606252642758,2.49339666663899e-41
3_7C_31PER_5_9C,tavg_slope_w25,544,-0.20788347713204797,1.0031816220429806e-06,-0.2065476172728709,1.1804808194320289e-06
3_7C_31PER_5_9C,tavg_std_w25,544,-0.607256928066011,4.004441990770045e-56,-0.7454735191253244,1.4921150298244098e-97
3_7C_31PER_5_9C,tavg_cummean,550,-0.4295068732857735,4.26190770510528e-26,-0.46793587597134056,2.826594736746075e-31
3_7C_31PER_5_9C,tavg_max_w25,544,-0.6618254363343661,7.741347382789603e-70,-0.6277604882036986,5.883593428393382e-61
3_7C_31PER_5_9C,C1_filled,550,,,,
3_7C_31PER_5_9C,Q1,550,,,,
3_7C_31PER_5_9C,C2,550,,,,
3_7C_31PER_5_9C,initial_capacity,550,0.2057078482672076,1.142082563859662e-06,0.15308130726327887,0.00031436526714801214
3_7C_31PER_5_9C,mean_chargetime,550,-0.20501371239903637,1.2430208845679508e-06,-0.15308130726327887,0.00031436526714801214
3_7C_31PER_5_9C,mean_IR,550,0.1683569589405267,7.257164825407276e-05,0.15308130726327887,0.00031436526714801214
3_7C_31PER_5_9C,mean_Tavg,550,-0.17801064332313193,2.6833052659833493e-05,-0.16293375831721624,0.0001239804650412872
3_7C_31PER_5_9C,dataset_id,550,,,,
3_7C_31PER_5_9C,t1,550,,,,
3_7C_31PER_5_9C,t2,550,,,,
3_7C_31PER_5_9C,t12,550,,,,
3_7C_31PER_5_9C,avgC80,550,,,,
3_7C_31PER_5_9C,C1_over_C2,550,,,,
4_8C_80PER_4_8C,cycle,1700,-0.1449286669205024,1.93841639020537e-09,-0.5901260328338199,4.6881811619219695e-160
4_8C_80PER_4_8C,log_cycle,1700,-0.10034930862909205,3.3991627272948536e-05,-0.5901260328338199,4.6881811619219695e-160
4_8C_80PER_4_8C,cycle_sq,1700,-0.15579904278358434,1.0573914029804064e-10,-0.5901260328338199,4.6881811619219695e-160
4_8C_80PER_4_8C,capacity,1700,0.8367466401605056,0.0,0.5314328480757036,1.5641223169946582e-124
4_8C_80PER_4_8C,SOH,1700,0.9993498566889807,0.0,0.981829431175966,0.0
4_8C_80PER_4_8C,SOH_smooth,1700,1.0,0.0,0.9999999999999999,0.0
4_8C_80PER_4_8C,soh1,1700,0.981933284560432,0.0,0.5560583894524852,1.4152967434191553e-138
4_8C_80PER_4_8C,soh_loss,1700,-0.19631146788501858,3.14127540544471e-16,-0.753153394564625,3.8335125683207e-311
4_8C_80PER_4_8C,dsoh,1700,0.0855872947830545,0.0004112726335230152,0.5342158033992361,4.6238439464432357e-126
4_8C_80PER_4_8C,abs_dsoh,1700,-0.1638495452686158,1.0704073146003086e-11,-0.5066580591971208,1.5798629779315384e-111
4_8C_80PER_4_8C,soh_slope_w10,1682,0.10329888822639693,2.1886265360061554e-05,0.6169013024516214,5.9388504471497396e-177
4_8C_80PER_4_8C,soh_slope_w25,1682,0.12997240548381944,8.834637340808276e-08,0.6694596108545704,3.763203217847568e-219
4_8C_80PER_4_8C,soh_slope_w50,1682,0.1558276001416214,1.3155084308191407e-10,0.7161407905165192,1.161277541918531e-264
4_8C_80PER_4_8C,soh_curv_w50,1682,-0.08047938487308437,0.0009547168398242852,-0.3163078373211981,2.137943337588597e-40
4_8C_80PER_4_8C,soh_std_w25,1682,-0.11842028920552619,1.1147933406396398e-06,-0.4686855751090199,1.3582924576334694e-92
4_8C_80PER_4_8C,chargetime,1700,-0.1534744338932345,2.004727604071062e-10,0.06237029486209402,0.010105271691879034
4_8C_80PER_4_8C,ct_slope_w25,1682,-0.030478110305457825,0.21154252625560319,-0.12255514527349762,4.618149883032491e-07
4_8C_80PER_4_8C,ct_std_w25,1682,-0.06766920251006392,0.00549675842457355,0.06048109113870777,0.013105500383595361
4_8C_80PER_4_8C,ct_cummean,1700,-0.1689513544672879,2.3598106411672178e-12,0.26821803541027067,2.1227117055699523e-29
4_8C_80PER_4_8C,IR,1700,0.4099913952278692,6.552229172248498e-70,0.08126943865428704,0.0007967855962105157
4_8C_80PER_4_8C,ir_slope_w25,1682,-0.03933825492032613,0.10679383879413734,-0.19707125132074407,3.450756019818488e-16
4_8C_80PER_4_8C,ir_std_w25,1682,-0.2947937905713023,4.4780459459912694e-35,-0.2753335551194369,1.2198244806968874e-30
4_8C_80PER_4_8C,ir_delta,1700,-0.034903591436638806,0.15029458932725,0.1740351665400764,4.989590940352172e-13
4_8C_80PER_4_8C,ir_rel,1700,0.0023138542286858105,0.9240506425766148,0.18557526798807442,1.2296734158287383e-14
4_8C_80PER_4_8C,Tavg,1700,-0.43164621792723484,4.231664266626151e-78,-0.11015728053478054,5.303217134174588e-06
4_8C_80PER_4_8C,tavg_slope_w25,1682,0.0037383210042198772,0.8782379548442879,0.01710077175241968,0.48338413843222117
4_8C_80PER_4_8C,tavg_std_w25,1682,-0.3796913762606995,8.235239093041353e-59,-0.3610627644901069,5.921987217020038e-53
4_8C_80PER_4_8C,tavg_cummean,1700,-0.46042774563179667,5.977280298790622e-90,-0.09533099329588611,8.261844191825027e-05
4_8C_80PER_4_8C,tavg_max_w25,1682,-0.4563462688426902,2.767243119424792e-87,-0.14424316036360144,2.8082510817973844e-09
4_8C_80PER_4_8C,C1_filled,1700,,,,
4_8C_80PER_4_8C,Q1,1700,,,,
4_8C_80PER_4_8C,C2,1700,,,,
4_8C_80PER_4_8C,initial_capacity,1700,-0.8999596176426372,0.0,-0.5441664868442038,1.1978105141199051e-131
4_8C_80PER_4_8C,mean_chargetime,1700,0.16955344696562213,1.96800159953401e-12,0.04761480881455416,0.049660331640363146
4_8C_80PER_4_8C,mean_IR,1700,0.36297043611798613,4.323570525958827e-54,0.09028939746048313,0.00019330838739552693
4_8C_80PER_4_8C,mean_Tavg,1700,-0.4207308290738233,6.7564436378467926e-74,-0.04413896759472604,0.06884366203010567
4_8C_80PER_4_8C,dataset_id,1700,-0.15150414215708335,3.421746835693472e-10,0.19665585058301505,2.782684528976289e-16
4_8C_80PER_4_8C,t1,1700,,,,
4_8C_80PER_4_8C,t2,1700,,,,
4_8C_80PER_4_8C,t12,1700,,,,
4_8C_80PER_4_8C,avgC80,1700,,,,
4_8C_80PER_4_8C,C1_over_C2,1700,,,,
5C_67PER_4C,cycle,1350,-0.8615989853407982,0.0,-0.852416126400829,0.0
5C_67PER_4C,log_cycle,1350,-0.5792792450099344,8.067202721793693e-122,-0.852416126400829,0.0
5C_67PER_4C,cycle_sq,1350,-0.922669623479919,0.0,-0.852416126400829,0.0
5C_67PER_4C,capacity,1350,0.265737292649241,2.9640696646736894e-23,0.3622123036500811,4.061225058364658e-43
5C_67PER_4C,SOH,1350,0.9830866283467624,0.0,0.9839975160551596,0.0
5C_67PER_4C,SOH_smooth,1350,1.0,0.0,1.0,0.0
5C_67PER_4C,soh1,1350,-0.039020972610511115,0.1518750608814351,-0.04089882979244534,0.1331086294627009
5C_67PER_4C,soh_loss,1350,-0.9380167180733125,0.0,-0.9152503839252504,0.0
5C_67PER_4C,dsoh,1350,0.39380453302604745,2.588272317520727e-51,0.6662505802427028,5.641262421069172e-174
5C_67PER_4C,abs_dsoh,1350,-0.2328149181230275,4.4919334835017235e-18,-0.5386665254458316,1.9337331245578256e-102
5C_67PER_4C,soh_slope_w10,1336,0.4569107463341924,7.032310433423205e-70,0.7363816449525963,1.2764353440659574e-228
5C_67PER_4C,soh_slope_w25,1336,0.525801345480859,7.521523757438073e-96,0.8129645224941777,1.40608807e-315
5C_67PER_4C,soh_slope_w50,1336,0.6255099787685247,5.718454838661308e-146,0.8667037576960068,0.0
5C_67PER_4C,soh_curv_w50,1336,-0.27709126051747807,5.643395234826625e-25,-0.6099023839323109,6.329325895147822e-137
5C_67PER_4C,soh_std_w25,1336,-0.17780579496706175,5.94255812219654e-11,-0.3555322204581952,4.3717651747316166e-41
5C_67PER_4C,chargetime,1350,0.015377507041226661,0.5724032273368084,0.010045850366829007,0.7122950647429286
5C_67PER_4C,ct_slope_w25,1336,-0.04833647568009239,0.0773721481676207,-0.034916339616616096,0.20215599554994512
5C_67PER_4C,ct_std_w25,1336,0.10080488244792354,0.0002238066844881851,0.10657992713404213,9.496301195108202e-05
5C_67PER_4C,ct_cummean,1350,0.05134134356912166,0.05930872625158736,0.09067952666457794,0.0008512591146846636
5C_67PER_4C,IR,1350,0.12208544109220025,6.847104415864609e-06,0.04798642114540581,0.07798218104336734
5C_67PER_4C,ir_slope_w25,1336,-0.16019788899668108,3.908228951563702e-09,-0.14737525193325163,6.257142982220103e-08
5C_67PER_4C,ir_std_w25,1336,0.07051285812739115,0.009933487497575076,-0.13457013095572318,7.950296659669856e-07
5C_67PER_4C,ir_delta,1350,-0.018186112485589857,0.5043655356636685,-0.05269918947866284,0.05288687554570303
5C_67PER_4C,ir_rel,1350,-0.014833409274058625,0.5860703724272858,-0.05256466593541927,0.05349603269168022
5C_67PER_4C,Tavg,1350,-0.15773680336654983,5.651235533004108e-09,-0.2599590635349228,2.7314138089706287e-22
5C_67PER_4C,tavg_slope_w25,1336,0.03828061381087978,0.16198987683700797,0.02164107071965336,0.4293163028041037
5C_67PER_4C,tavg_std_w25,1336,-0.3165803903342178,1.7532730206629832e-32,-0.5057053625305086,1.190186158149603e-87
5C_67PER_4C,tavg_cummean,1350,-0.08385326205672841,0.0020455120664492196,-0.24750549657366064,2.719577571255596e-20
5C_67PER_4C,tavg_max_w25,1336,-0.193275941594594,1.0395523360193482e-12,-0.28243709483546464,6.358471006725551e-26
5C_67PER_4C,C1_filled,1350,,,,
5C_67PER_4C,Q1,1350,,,,
5C_67PER_4C,C2,1350,,,,
5C_67PER_4C,initial_capacity,1350,0.08102709309993994,0.0028893846743307484,0.12096812162108085,8.31489514893631e-06
5C_67PER_4C,mean_chargetime,1350,0.06704174010924227,0.013748765728030904,0.033552342633425006,0.21795031874530296
5C_67PER_4C,mean_IR,1350,0.12861827543753762,2.125989966471658e-06,0.08090562663269255,0.002931924717459844
5C_67PER_4C,mean_Tavg,1350,0.0701671526695968,0.009911642723784706,0.0594549389428401,0.028931185300374272
5C_67PER_4C,dataset_id,1350,,,,
5C_67PER_4C,t1,1350,,,,
5C_67PER_4C,t2,1350,,,,
5C_67PER_4C,t12,1350,,,,
5C_67PER_4C,avgC80,1350,,,,
5C_67PER_4C,C1_over_C2,1350,,,,
5_3C_54PER_4C,cycle,1550,-0.7770652124098545,1.50106095656e-313,-0.779374359061195,1.29330596e-316
5_3C_54PER_4C,log_cycle,1550,-0.5349262805716701,1.8689974528542724e-115,-0.779374359061195,1.29330596e-316
5_3C_54PER_4C,cycle_sq,1550,-0.8240494672818179,0.0,-0.779374359061195,1.29330596e-316
5_3C_54PER_4C,capacity,1550,0.4086280557854951,1.9179043498026575e-63,0.4857601154828511,1.4133407591369487e-92
5_3C_54PER_4C,SOH,1550,0.9645348547819329,0.0,0.9714761838371762,0.0
5_3C_54PER_4C,SOH_smooth,1550,1.0,0.0,1.0,0.0
5_3C_54PER_4C,soh1,1550,-0.284701847662887,2.725896720100252e-30,-0.2114422956557973,3.9941708460372784e-17
5_3C_54PER_4C,soh_loss,1550,-0.9573005138990042,0.0,-0.9466395289434901,0.0
5_3C_54PER_4C,dsoh,1550,0.30486356729280867,1.0710189203750077e-34,0.6242977071181838,3.1296093503708977e-168
5_3C_54PER_4C,abs_dsoh,1550,-0.11868356583277252,2.7944705799493996e-06,-0.45203458837132476,6.54382782491165e-79
5_3C_54PER_4C,soh_slope_w10,1534,0.41267610611187466,3.847583381753197e-64,0.7007406536676742,6.091504610512607e-227
5_3C_54PER_4C,soh_slope_w25,1534,0.49930009628774763,1.6483315972419727e-97,0.7849346973840168,8.053e-321
5_3C_54PER_4C,soh_slope_w50,1534,0.5945457812288728,2.741016547281395e-147,0.8496781112839056,0.0
5_3C_54PER_4C,soh_curv_w50,1534,-0.1527231192811387,1.8321958918915832e-09,-0.5418521452032538,8.825610404239802e-118
5_3C_54PER_4C,soh_std_w25,1534,-0.08084888455039572,0.0015288000228036564,-0.2967691551903754,1.457955135151424e-32
5_3C_54PER_4C,chargetime,1550,-0.04136996762925282,0.1034993850241192,-0.05998338925960486,0.01818792327291353
5_3C_54PER_4C,ct_slope_w25,1534,-0.042245277765375656,0.09813130516466925,-0.03228158410987061,0.2063559415582615
5_3C_54PER_4C,ct_std_w25,1534,-0.10617198525717755,3.089631938961024e-05,-0.146668210622842,7.880025740106276e-09
5_3C_54PER_4C,ct_cummean,1550,-0.1258983455901555,6.612201926975514e-07,-0.03066754000461536,0.22755077475882143
5_3C_54PER_4C,IR,1550,0.08967330068546539,0.0004082132700950952,0.1165942029258715,4.178112972975114e-06
5_3C_54PER_4C,ir_slope_w25,1534,-0.1521432513231183,2.1122777067210896e-09,-0.17107106366285232,1.53516059516568e-11
5_3C_54PER_4C,ir_std_w25,1534,-0.021445700066650045,0.40126686955081453,-0.26692108223635186,1.9537369612282563e-26
5_3C_54PER_4C,ir_delta,1550,-0.16761873478337339,3.1184021394925387e-11,-0.40697865718864135,6.713913088130047e-63
5_3C_54PER_4C,ir_rel,1550,-0.16375462470297814,8.834923669409743e-11,-0.3957106785460431,2.9061558034176266e-59
5_3C_54PER_4C,Tavg,1550,-0.38361300074000876,1.6345372648181022e-55,-0.37651285115502514,2.1975750840216196e-53
5_3C_54PER_4C,tavg_slope_w25,1534,-0.048053549371544775,0.05988584490109917,-0.011988194373357833,0.6389499345396913
5_3C_54PER_4C,tavg_std_w25,1534,-0.5688206927799326,3.2418180204637117e-132,-0.658916348975483,1.1144237043846407e-191
5_3C_54PER_4C,tavg_cummean,1550,-0.311728339220404,2.8052776333583416e-36,-0.3516619271796146,2.4275678430376707e-46
5_3C_54PER_4C,tavg_max_w25,1534,-0.4153733970246357,4.8489648918883215e-65,-0.4133421643945925,2.3111346310576882e-64
5_3C_54PER_4C,C1_filled,1550,,,,
5_3C_54PER_4C,Q1,1550,,,,
5_3C_54PER_4C,C2,1550,,,,
5_3C_54PER_4C,initial_capacity,1550,0.21199434722163063,3.2965578102305073e-17,0.22929854789164655,6.114733613360519e-20
5_3C_54PER_4C,mean_chargetime,1550,0.24425367113413338,1.7274526083224964e-22,0.22167784240892632,1.041968930823061e-18
5_3C_54PER_4C,mean_IR,1550,0.12914055082902764,3.368966249176601e-07,0.07740987531468653,0.0022903332963263748
5_3C_54PER_4C,mean_Tavg,1550,-0.23856532498784708,1.6895278689907498e-21,-0.23258825502195657,1.7409794138726027e-20
5_3C_54PER_4C,dataset_id,1550,,,,
5_3C_54PER_4C,t1,1550,,,,
5_3C_54PER_4C,t2,1550,,,,
5_3C_54PER_4C,t12,1550,,,,
5_3C_54PER_4C,avgC80,1550,,,,
5_3C_54PER_4C,C1_over_C2,1550,,,,
5_6C_19PER_4_6C,cycle,1550,-0.9168981345116067,0.0,-0.9178632742061417,0.0
5_6C_19PER_4_6C,log_cycle,1550,-0.6788153911782772,7.167049353791465e-210,-0.9178632742061417,0.0
5_6C_19PER_4_6C,cycle_sq,1550,-0.9530386872460122,0.0,-0.9178632742061417,0.0
5_6C_19PER_4_6C,capacity,1550,0.49852266515183224,3.684480410763218e-98,0.4882673834467756,1.179942112955994e-93
5_6C_19PER_4_6C,SOH,1550,0.9908847064266564,0.0,0.9877489833816434,0.0
5_6C_19PER_4_6C,SOH_smooth,1550,1.0,0.0,1.0,0.0
5_6C_19PER_4_6C,soh1,1550,-0.060955964909363954,0.016389039283057318,-0.09096249740447779,0.0003361190561377305
5_6C_19PER_4_6C,soh_loss,1550,-0.9610352427004691,0.0,-0.9502246139585142,0.0
5_6C_19PER_4_6C,dsoh,1550,0.476836193666756,8.250159791644063e-89,0.7120251543388638,5.388791969276976e-240
5_6C_19PER_4_6C,abs_dsoh,1550,-0.2668352336731183,1.1183325574286463e-26,-0.5272122828893889,1.3002996051333312e-111
5_6C_19PER_4_6C,soh_slope_w10,1534,0.5347125040717111,3.562047047674178e-114,0.7771013005738083,2.23090743330065e-310
5_6C_19PER_4_6C,soh_slope_w25,1534,0.5957079939857487,5.3027554621158955e-148,0.8470042587031141,0.0
5_6C_19PER_4_6C,soh_slope_w50,1534,0.6821369011739915,1.587651059820393e-210,0.9023504699896966,0.0
5_6C_19PER_4_6C,soh_curv_w50,1534,-0.34484444385877394,4.489195286737438e-44,-0.5905015679288149,7.903721999282098e-145
5_6C_19PER_4_6C,soh_std_w25,1534,-0.3247804558786442,5.156934550672392e-39,-0.4389338298477954,2.949312554016339e-73
5_6C_19PER_4_6C,chargetime,1550,0.19560762814371227,7.845941139873323e-15,0.14007604403012222,3.0651693048092393e-08
5_6C_19PER_4_6C,ct_slope_w25,1534,0.03379854166344897,0.18581438378337023,0.06526674303726886,0.010560947555840623
5_6C_19PER_4_6C,ct_std_w25,1534,0.19361671493653163,2.016593489136126e-14,0.1853499655461313,2.534900016069238e-13
5_6C_19PER_4_6C,ct_cummean,1550,0.13347045213653252,1.3340121413177207e-07,0.005482911885740908,0.8292294506290018
5_6C_19PER_4_6C,IR,1550,0.12757000914273436,4.680072807114595e-07,0.14517379447226994,9.39375117681898e-09
5_6C_19PER_4_6C,ir_slope_w25,1534,-0.2154255623852468,1.4521064780267607e-17,-0.20617067528942673,3.459044770399811e-16
5_6C_19PER_4_6C,ir_std_w25,1534,0.014627124747900769,0.567014337541163,-0.14475191656267233,1.2352085577741497e-08
5_6C_19PER_4_6C,ir_delta,1550,0.22253386139264597,7.61674770227881e-19,0.10273272377315712,5.077006607305981e-05
5_6C_19PER_4_6C,ir_rel,1550,0.21980788571612078,2.056666200376516e-18,0.10248884374270452,5.291068819948956e-05
5_6C_19PER_4_6C,Tavg,1550,-0.3128615870148869,1.5232807067468323e-36,-0.34497420045248856,1.4988360565079424e-44
5_6C_19PER_4_6C,tavg_slope_w25,1534,-0.023202820216498173,0.3637987899906594,-0.037611464163800366,0.14090682389520498
5_6C_19PER_4_6C,tavg_std_w25,1534,-0.41615812915472183,2.6447977261772365e-65,-0.5878652371663898,3.039068393067142e-143
5_6C_19PER_4_6C,tavg_cummean,1550,-0.22733192724258555,1.2837948731279243e-19,-0.3153301576346533,3.991012768439e-37
5_6C_19PER_4_6C,tavg_max_w25,1534,-0.3255790221626804,3.2971182037297525e-39,-0.37074417567089973,3.537407025949307e-51
5_6C_19PER_4_6C,C1_filled,1550,,,,
5_6C_19PER_4_6C,Q1,1550,,,,
5_6C_19PER_4_6C,C2,1550,,,,
5_6C_19PER_4_6C,initial_capacity,1550,0.14110348867423506,2.4232141716361062e-08,0.1249616059781986,8.009743982837486e-07
5_6C_19PER_4_6C,mean_chargetime,1550,-0.04225956858994415,0.09628008923229618,0.013421465848667252,0.5974985521942142
5_6C_19PER_4_6C,mean_IR,1550,0.0757694769896066,0.002836411138071839,0.08245074159506256,0.0011581016477381129
5_6C_19PER_4_6C,mean_Tavg,1550,-0.11508683479970433,5.561256717204703e-06,-0.061578464292425195,0.015321381642471465
5_6C_19PER_4_6C,dataset_id,1550,,,,
5_6C_19PER_4_6C,t1,1550,,,,
5_6C_19PER_4_6C,t2,1550,,,,
5_6C_19PER_4_6C,t12,1550,,,,
5_6C_19PER_4_6C,avgC80,1550,,,,
5_6C_19PER_4_6C,C1_over_C2,1550,,,,
5_6C_36PER_4_3C,cycle,1550,-0.8294354209145494,0.0,-0.8419732135107242,0.0
5_6C_36PER_4_3C,log_cycle,1550,-0.5929539231680455,7.995793207487407e-148,-0.8419732135107242,0.0
5_6C_36PER_4_3C,cycle_sq,1550,-0.8717408538830526,0.0,-0.8419732135107242,0.0
5_6C_36PER_4_3C,capacity,1550,0.28593134514736457,1.502902523216902e-30,0.29601940163683355,1.0140792291941158e-32
5_6C_36PER_4_3C,SOH,1550,0.9891202626993201,0.0,0.9872059829487512,0.0
5_6C_36PER_4_3C,SOH_smooth,1550,1.0,0.0,1.0,0.0
5_6C_36PER_4_3C,soh1,1550,-0.2739919176925362,4.300825928825457e-28,-0.23607100140003853,4.507562708538355e-21
