battery_id,global_id,dataset_id,local_id,policy,C1,Q1,C2,initial_capacity,mean_chargetime,mean_IR,mean_Tavg,prediction_test,max_cycle,SOH_1,SOH_200_raw,SOH_200,fade_200,fade_slope,charge_time_mean
26,112,3,18,5_3C_54PER_4C,5.3,54,4.0,1.069051,10.156982147387,0.0157023014520548,36.3732818978054,0,200,0.99888517011817,0.994344142608725,0.994394257149565,0.004490912968605043,2.2567401852286648e-05,10.156982147387
27,113,3,19,5_6C_19PER_4_6C,5.6,19,4.6,1.0701538,10.2198757714701,0.0151870220279476,36.8258501633071,0,200,0.999055247946604,0.993470751587295,0.99349054780724,0.005564700139364054,2.796331728323645e-05,10.2198757714701
28,114,3,20,5_6C_36PER_4_3C,5.6,36,4.3,1.0738997,10.2056660384171,0.0157107922400347,36.4354554222638,0,200,0.999197858049499,0.993482445334513,0.993623156799467,0.00557470125003201,2.801357412076387e-05,10.2056660384171
29,115,3,21,5C_67PER_4C,5.0,67,4.0,1.0681109,10.1844151334154,0.0153900020837438,34.2488122883073,0,200,0.998365188483705,0.995218754906443,0.995191763327198,0.0031734251565069815,1.5946860082949657e-05,10.1844151334154
30,116,3,22,3_7C_31PER_5_9C,3.7,31,5.9,1.0686967,10.8033723951577,0.0147235309442283,36.6638177137284,0,200,0.999629848206699,0.971521106035042,0.97151753626637,0.028112311940328927,0.0001412678991976328,10.8033723951577
31,119,3,25,5C_67PER_4C,5.0,67,4.0,1.0511289,10.1645542677994,0.0156254359247573,36.0629472851473,0,200,0.997311956697224,0.995277553495104,0.995305927750631,0.0020060289465929637,1.00805474703164e-05,10.1645542677994
32,120,3,26,5_3C_54PER_4C,5.3,54,4.0,1.0654705,10.1516542560729,0.0158067213299595,37.0596551133752,0,200,0.997510986930187,0.99576891148089,0.995780906181823,0.0017300807483640046,8.693873107356807e-06,10.1516542560729
33,121,3,27,5_6C_19PER_4_6C,5.6,19,4.6,1.0758095,10.2456923677378,0.0158283227020448,37.351300097473,0,200,0.997909611320592,0.995258547168434,0.995231116661454,0.002678494659137942,1.345977215647207e-05,10.2456923677378
34,122,3,28,5_6C_36PER_4_3C,5.6,36,4.3,1.0644526,10.2173661484099,0.0150317367102474,36.7827816190045,0,200,0.99793305967781,0.994051590460674,0.994186049242587,0.003747010435222964,1.8829198166949568e-05,10.2173661484099
35,123,3,29,3_7C_31PER_5_9C,3.7,31,5.9,1.0526985,10.9003622808642,0.0142349387518519,37.5017204295249,0,200,0.999688343813542,0.960114030750495,0.960298209791312,0.03939013402223002,0.0001979403719710051,10.9003622808642
36,125,3,31,5_3C_54PER_4C,5.3,54,4.0,1.0723398,10.1718277480371,0.0156827995835118,33.1446326677589,0,200,0.998134453276844,0.995357534990308,0.995450933556695,0.002683519720149019,1.3485023719341804e-05,10.1718277480371
37,128,3,34,5C_67PER_4C,5.0,67,4.0,1.0629164,10.1144099012732,0.0154549562766952,34.074108795871,0,200,0.998665944000864,0.994815396582459,0.994839326027898,0.0038266179729659067,1.9229236045054808e-05,10.1144099012732
38,129,3,35,5_3C_54PER_4C,5.3,54,4.0,1.0642781,10.1409416436186,0.0155329390216076,37.3183949827542,0,200,0.998648182274915,0.993827835036726,0.993737308885713,0.004910873389202042,2.4677755724633376e-05,10.1409416436186
39,130,3,36,5_6C_19PER_4_6C,5.6,19,4.6,1.0654298,10.2255189026251,0.0155038318296703,37.1445099087198,0,200,0.998950986728548,0.994534412309474,0.994542376231639,0.004408610496908993,2.2153821592507504e-05,10.2255189026251
40,131,3,37,5_6C_36PER_4_3C,5.6,36,4.3,1.0606048,10.1933407266812,0.0153117584880694,37.4656845936636,0,200,0.99837581349811,0.993010874550068,0.99304068772836,0.005335125769750038,2.680967723492481e-05,10.1933407266812
41,132,3,38,4_8C_80PER_4_8C,4.8,80,4.8,1.099805,11.1030957823375,0.0147891851738661,36.540912550649,0,200,0.95314922190752,0.949732816271975,0.949706538886439,0.0034426830210810833,1.7299914678799412e-05,11.1030957823375
42,133,3,39,5C_67PER_4C,5.0,67,4.0,1.0726566,10.1268713745261,0.016020166975181,36.2175029820195,0,200,0.998768962965407,0.996301705503886,0.996213508591659,0.002555454373747934,1.2841479265064995e-05,10.1268713745261
43,134,3,40,5_3C_54PER_4C,5.3,54,4.0,1.0515106,10.1135283477634,0.0156783308831169,35.02828335,0,200,0.997503106483187,0.994722830183547,0.994707770896461,0.0027953355867259555,1.4046912496110328e-05,10.1135283477634
44,135,3,41,5_6C_19PER_4_6C,5.6,19,4.6,1.0638335,10.275761475891,0.0154024676779874,35.6420392179827,0,200,0.997607557949623,0.993874511377955,0.993929397786401,0.0036781601632219774,1.848321690061295e-05,10.275761475891
45,136,3,42,5_6C_36PER_4_3C,5.6,36,4.3,1.0548838,10.2448038980892,0.0184627738942675,34.7929750807789,0,200,0.997508408035084,0.996554122833245,0.996571717188187,0.0009366908468969593,4.70698918038673e-06,10.2448038980892
46,137,3,43,4_8C_80PER_4_8C,4.8,80,4.8,1.0699885,11.1688661019703,0.0160106622023157,34.7899428590273,0,200,0.998311168764898,0.996955200920384,0.996961715009087,0.0013494537558109698,6.7811746523164315e-06,11.1688661019703
47,138,3,44,5C_67PER_4C,5.0,67,4.0,1.073334,10.1793261977671,0.0159244541636364,35.4303828599364,0,200,0.99828815634276,0.996557735057307,0.996565081326037,0.0017230750167229747,8.65866842574359e-06,10.1793261977671
48,139,3,45,5_3C_54PER_4C,5.3,54,4.0,1.0739049,10.1638524955626,0.0156670028477103,34.4465209353796,0,200,0.997564234970899,0.996913786313853,0.996938113421402,0.0006261215494969274,3.146339444708178e-06,10.1638524955626
49,140,3,46,4_8C_80PER_4_8C,4.8,80,4.8,1.0721447,11.1468243490742,0.0156723353866667,33.7223749238768,0,200,0.998476334397773,0.996944069210061,0.996960974577406,0.0015153598203669905,7.614873469180857e-06,11.1468243490742
