C1,Q1,C2,E_L,E_H,C_high,T_cc_min,T_hat_min,fade_pysr,fade_wls,fade_ols,fade_free_pysr,c1_ge_c2,feasible
5.2,30.0,4.5,246.0,135.0,4.5,10.128205128205128,10.172873035360128,-0.003571209365285377,-0.0037030010918249756,0.009864246400473484,0.007919591679734155,1,1
5.1,65.0,4.0,254.99999999999997,136.5,4.55,9.897058823529413,9.941726730684413,0.007441706300084783,0.007484500483611323,0.002505745962506691,0.0022822219797921832,1,1
5.3,29.0,4.5,248.2,135.0,4.5,10.083018867924528,10.127686775079528,-0.0013712093652853419,-0.0014655472521232782,0.008452683697534963,0.00692913610798022,1,1
5.3,48.0,4.3,263.0,129.0,4.3,9.89907854322071,9.943746450375711,0.005377127973234197,0.00544928965378938,0.0034283513630224026,0.003344230447602861,1,1
5.0,36.0,4.5,243.0,135.0,4.5,10.186666666666667,10.231334573821668,-0.00657120936528538,-0.006754074509600028,0.01156418137809094,0.009219357491852513,1,1
4.9,48.0,4.7,244.60000000000002,141.0,4.7,9.962657403386887,10.007325310541887,0.003080453296195107,0.003010289934991084,0.00957614820359514,0.0080722944533847,1,1
4.9,61.0,4.6,245.00000000000003,141.3,4.71,9.94764862466726,9.99231653182226,0.0038830364292691266,0.003823955988450034,0.006081190411611723,0.005419233228894903,1,1
4.8,73.0,4.6,240.0,142.6,4.753333333333333,10.038043478260871,10.082711385415871,0.0006275633392565094,0.0005018774379877966,0.004403979436836391,0.004169103788314068,1,1
5.5,19.0,4.6,247.1,138.0,4.6,10.02924901185771,10.07391691901271,0.001554621965454861,0.0014842884722480743,0.007720528048316861,0.0065108201177545835,1,1
5.4,42.0,4.3,261.2,129.0,4.3,9.968992248062015,10.013660155217016,0.003577127973234173,0.0036186456031243597,0.0034207766954083606,0.00338277148332827,1,1
5.2,26.0,4.6,245.60000000000002,138.0,4.6,10.043478260869566,10.088146168024567,5.4621965454915156e-05,-4.124823663942401e-05,0.01083202572887284,0.008688822448964928,1,1
5.2,34.0,4.4,247.20000000000002,132.0,4.4,10.195804195804195,10.240472102959195,-0.0063970406960255355,-0.006551134368937173,0.00889646707207413,0.007150360910503388,1,1
5.3,55.0,4.0,265.0,126.5,4.216666666666667,9.976415094339625,10.021083001494626,0.004022268530950723,0.004092869728787585,0.0019290014131488151,0.002023475730621726,1,1
5.0,38.0,4.5,244.0,135.0,4.5,10.16,10.204667907155,-0.005571209365285379,-0.005737050037008362,0.011002586163961148,0.008819357491852515,1,1
4.9,39.0,4.7,242.8,141.0,4.7,10.009552757273122,10.054220664428122,0.0012804532961950832,0.0011796458843260083,0.012103326667179198,0.009909029147262246,1,1
5.1,51.0,4.3,254.99999999999997,129.79999999999998,4.326666666666666,10.046511627906977,10.091179535061977,-0.0015493170052350846,-0.001601956088484957,0.005970679161834546,0.0050273200190078665,1,1
4.8,75.0,4.3,240.0,141.5,4.716666666666667,10.072674418604652,10.117342325759653,-0.0008485748153482797,-0.0009899288648936855,0.004308617522287283,0.003752437121647404,1,1
5.2,37.0,4.5,250.9,135.0,4.5,10.002564102564103,10.047232009719103,0.0013287906347146383,0.0012804188238743075,0.007898663151019215,0.006573437833580315,1,1
5.0,66.0,4.1,250.0,137.39999999999998,4.579999999999999,9.968780487804878,10.013448394959878,0.0036494556993067473,0.003619946913919536,0.003761897565584982,0.003219357491852513,1,1
5.2,28.0,4.7,249.0,141.0,4.7,9.869067103109655,9.913735010264656,0.0074804532961950665,0.007485197614394479,0.010115019414882818,0.00830420706434954,1,1
5.3,26.0,4.6,248.2,138.0,4.6,9.98687448728466,10.031542394439661,0.002654621965454851,0.002603015392098895,0.009139665418869423,0.007495173843829278,1,1
4.8,66.0,4.3,240.0,137.0,4.566666666666666,10.203488372093025,10.248156279248025,-0.006887321811458569,-0.007092772831227001,0.006835795985871344,0.005627437121647404,1,1
4.8,66.0,4.5,240.0,139.8,4.66,10.116666666666667,10.161334573821668,-0.0031298792361010297,-0.0032954476966196022,0.006524973786150888,0.005627437121647404,1,1
4.8,54.0,4.6,240.0,138.79999999999998,4.626666666666666,10.141304347826088,10.185972254981088,-0.004471823013014464,-0.004651635244693697,0.00973913397106941,0.008127437121647403,1,1
5.0,61.0,4.4,250.0,138.60000000000002,4.620000000000001,9.91090909090909,9.95557699806409,0.005259788231602891,0.005247371971608461,0.004699652301328776,0.004219357491852513,1,1
5.1,23.0,4.6,241.5,138.0,4.6,10.14066496163683,10.18533286879183,-0.004045378034545188,-0.004211048574265408,0.01336677886007094,0.010517516097439242,1,1
5.2,33.0,4.6,249.79999999999998,138.0,4.6,9.938127090301004,9.982794997456004,0.004254621965454841,0.004230254548245604,0.00886644247941857,0.007342668602811081,1,1
4.8,47.0,4.6,239.4,138.0,4.6,10.179347826086957,10.224015733241957,-0.006145378034545179,-0.00634679996670795,0.011704717220523679,0.009585770454980732,1,1
4.9,44.0,4.8,244.40000000000003,144.0,4.8,9.887755102040817,9.932423009195817,0.006906284626935322,0.006875447684695002,0.010543927531994497,0.008888620983996945,1,1
5.0,55.0,4.3,250.0,132.5,4.416666666666667,10.088372093023256,10.133040000178257,-0.002926068807568849,-0.003025372071643384,0.00653984904357838,0.005419357491852516,1,1
4.8,52.0,4.6,240.0,138.39999999999998,4.613333333333332,10.152173913043478,10.196841820198479,-0.005008600523779827,-0.005194110263923302,0.010300729185199201,0.008544103788314068,1,1
5.0,56.0,4.4,250.0,135.60000000000002,4.5200000000000005,9.992727272727272,10.037395179882273,0.0012339569008626983,0.0011788093273862876,0.0061036403366532535,0.005219357491852513,1,1
5.2,31.0,4.5,246.70000000000002,135.0,4.5,10.11025641025641,10.15492431741141,-0.002871209365285343,-0.0029910839610107764,0.009583448793408587,0.007727283987426468,1,1
5.2,27.0,4.7,248.5,141.0,4.7,9.881342062193127,9.926009969348128,0.006980453296195066,0.006976685378098646,0.010395817021947716,0.008496514756657234,1,1
5.0,37.0,4.7,246.1,141.0,4.7,9.92936170212766,9.97402960928266,0.004580453296195053,0.004535826643878582,0.010972561571305592,0.009019357491852517,1,1
5.5,35.0,4.4,258.5,132.0,4.4,9.954545454545453,9.999213361700454,0.004902959303974441,0.004941242171348947,0.003538588534998984,0.003601729208663677,1,1
5.3,24.0,4.6,246.79999999999998,138.0,4.6,10.021328958162428,10.065996865317429,0.0012546219654548385,0.001179181130470608,0.009701260632999215,0.007872532334395317,1,1
5.2,50.0,4.4,260.0,132.0,4.4,9.86013986013986,9.90480776729486,0.006402959303974443,0.006466778880236501,0.0044037053590357976,0.004073437833580314,1,1
5.0,65.0,4.0,250.0,135.0,4.5,10.05,10.094667907155001,0.0004287906347146264,0.00036509679854179744,0.0041981062725101066,0.003419357491852516,1,1
4.8,56.0,4.6,240.0,139.2,4.64,10.130434782608695,10.175102689763696,-0.0039350455022491015,-0.004109160225464092,0.009177538756939618,0.007710770454980732,1,1
5.4,39.0,4.3,257.90000000000003,129.0,4.3,10.054263565891473,10.098931473046473,0.00027712797323420357,0.0002624648435717858,0.004263169516603047,0.003938327038883827,1,1
4.9,55.0,4.5,245.00000000000003,137.0,4.566666666666666,10.068027210884352,10.112695118039353,-0.0018873218114585644,-0.002007650468268507,0.007921387153861325,0.006643723024813269,1,1
4.8,43.0,4.7,239.3,141.0,4.7,10.09840425531915,10.14307216247415,-0.00221954670380492,-0.0023799397697448765,0.012672496548923034,0.010419103788314074,1,1
4.8,74.0,4.1,240.0,139.79999999999998,4.659999999999999,10.128048780487806,10.172716687642806,-0.003129879236101085,-0.0032954476966196578,0.0049002373290726355,0.0039607704549807325,1,1
4.9,38.0,4.8,243.8,144.0,4.8,9.903061224489797,9.947729131644797,0.006306284626935277,0.006265233001139958,0.012228713174383869,0.010113110779915318,1,1
5.0,60.0,4.5,250.0,140.0,4.666666666666667,9.866666666666667,9.911334573821668,0.007138509519281633,0.007146034538912105,0.004825038808533446,0.004419357491852516,1,1
4.8,70.0,4.5,240.0,141.0,4.7,10.083333333333334,10.128001240488334,-0.0015195467038049415,-0.0016680226389307329,0.0054017833578913045,0.004794103788314068,1,1
5.4,45.0,4.1,263.5,122.99999999999999,4.1,10.121951219512194,10.166619126667195,-0.0021745346882462435,-0.0021793233983591898,0.002889206073934128,0.0028272159277727125,1,1
4.9,43.0,4.5,242.20000000000002,135.0,4.5,10.198639455782315,10.243307362937315,-0.007371209365285347,-0.007567694087673382,0.011290958438640072,0.009092702616650001,1,1
5.6,25.0,4.5,252.5,135.0,4.5,10.011904761904763,10.056572669059763,0.0029287906347146286,0.0029076579800210167,0.0044987931957843124,0.004348581300951388,1,1
4.8,80.0,4.5,240.0,144.0,4.8,10.000000000000002,10.044667907155002,0.0025062846269352512,0.002400540005291496,0.002593807287242349,0.0027107704549807323,1,1
5.2,41.0,4.4,252.8,132.0,4.4,10.048951048951048,10.093618956106049,-0.0007970406960255416,-0.0008557973224236903,0.006930883822619857,0.005804207064349541,1,1
5.3,54.0,4.0,265.0,125.2,4.173333333333334,10.013207547169811,10.057875454324812,0.0022777416209632806,0.002329825916291328,0.0022097990202137093,0.0022121549759047455,1,1
5.6,44.0,4.0,270.4,120.0,4.0,10.114285714285716,10.158953621440716,0.000699633981013581,0.000769582818301251,-5.9305839147566486e-05,0.0009557241580942417,1,1
5.0,69.0,4.1,250.0,140.1,4.67,9.889756097560976,9.934424004715977,0.007272703896972987,0.007281653293719548,0.0029195047443902958,0.0026193574918525115,1,1
5.2,42.0,4.4,253.60000000000002,132.0,4.4,10.027972027972027,10.072639935127027,2.9593039744812977e-06,-4.217774435033572e-05,0.006650086215554963,0.005611899372041847,1,1
4.9,63.0,4.2,245.00000000000003,135.10000000000002,4.503333333333334,10.142857142857144,10.187525050012145,-0.004437014987593968,-0.004584406809609198,0.006141239596922842,0.005011069963588782,1,1
4.9,31.0,4.8,243.10000000000002,144.0,4.8,9.920918367346939,9.96558627450194,0.005606284626935298,0.005553315870325759,0.014194296423838139,0.011541682208486734,1,1
5.1,30.0,4.5,243.0,135.0,4.5,10.19607843137255,10.24074633852755,-0.00657120936528538,-0.006754074509600028,0.0115566067104769,0.009144967077831396,1,1
5.6,28.0,4.4,253.6,132.0,4.4,10.090909090909092,10.135576998064092,2.9593039744257865e-06,-4.217774435033572e-05,0.003811811474449852,0.003812867015237103,1,1
5.4,20.0,4.6,246.0,138.0,4.6,10.048309178743963,10.092977085898964,0.0004546219654548711,0.0003655615523972533,0.009132090751255383,0.007456845557402346,1,1
4.8,74.0,4.5,240.0,142.2,4.739999999999999,10.05,10.094667907155001,9.078582849109118e-05,-4.059758124186352e-05,0.004278592929631724,0.0039607704549807325,1,1
5.0,30.0,4.6,242.0,138.0,4.6,10.121739130434783,10.166407037589783,-0.0035453780345451325,-0.0037025363379695198,0.01309355592062009,0.010419357491852509,1,1
4.8,73.0,4.1,240.0,139.1,4.636666666666667,10.149390243902442,10.194058151057442,-0.004069239879940456,-0.00424477898027148,0.00518103493613753,0.004169103788314068,1,1
4.8,25.0,4.7,237.5,141.0,4.7,10.146276595744682,10.190944502899683,-0.004019546703804888,-0.004210583820410008,0.017726853476091153,0.014169103788314074,1,1
5.0,49.0,4.4,249.4,132.0,4.4,10.107272727272727,10.151940634427728,-0.004197040696025556,-0.00431368052923542,0.008069223586107524,0.006619357491852511,1,1
4.9,64.0,4.5,245.00000000000003,140.60000000000002,4.686666666666667,9.970068027210884,10.014735934365884,0.0029436757854297557,0.002874624704798212,0.005394208690277264,0.004806988330935716,1,1
4.9,51.0,4.5,245.00000000000003,135.4,4.513333333333334,10.11156462585034,10.15623253300534,-0.004034431854520015,-0.0041775505451870365,0.009044577582120909,0.007460049555425514,1,1
4.9,41.0,4.8,244.1,144.0,4.8,9.895408163265305,9.940076070420305,0.006606284626935244,0.0065703403429174245,0.011386320353189183,0.00950086588195613,1,1
5.1,54.0,4.4,254.99999999999997,134.8,4.493333333333334,9.898395721925134,9.943063629080134,0.005160401879331977,0.005178981651885406,0.00497287524077963,0.004439084724890222,1,1
5.1,27.0,4.6,243.5,138.0,4.6,10.089514066496166,10.134181973651167,-0.0020453780345451866,-0.0021769996290820215,0.01224358843181136,0.009733202371949048,1,1
4.9,42.0,4.6,242.60000000000002,138.0,4.6,10.099378881987578,10.144046789142578,-0.0029453780345450875,-0.003092321654414476,0.011416344945844741,0.009296784249303067,1,1
4.9,74.0,4.3,245.00000000000003,143.4,4.78,9.8984337921215,9.9431016992765,0.006701118360787239,0.006671949839405555,0.0028970548193487647,0.0027661720044051064,1,1
5.3,22.0,4.7,248.2,141.0,4.7,9.894821356884785,9.939489264039786,0.006680453296195044,0.006671578036321124,0.010107444747268778,0.008249890824961355,1,1
5.0,64.0,4.1,250.0,135.6,4.52,10.021463414634146,10.066131321789147,0.0012339569008626983,0.0011788093273862321,0.004323492779714774,0.0036193574918525115,1,1
5.0,38.0,4.7,246.4,141.0,4.7,9.921702127659575,9.966370034814576,0.004880453296195075,0.004840933985656104,0.010691763964240694,0.008819357491852515,1,1
4.8,75.0,4.6,240.0,143.0,4.766666666666667,10.02717391304348,10.07184182019848,0.0011643408500218166,0.0010443524572174012,0.0038423842227065996,0.003752437121647404,1,1
4.8,79.0,4.5,240.0,143.7,4.79,10.008333333333336,10.053001240488337,0.0021037014938611875,0.001993683740869223,0.0028746048943072465,0.002919103788314068,1,1
4.9,73.0,4.2,245.00000000000003,142.1,4.736666666666666,9.938775510204081,9.983443417359082,0.004956591450799852,0.004908906026909243,0.003333263526273886,0.002970253637058171,1,1
4.9,45.0,4.6,243.50000000000003,138.0,4.6,10.075421472937,10.120089380092,-0.002045378034545131,-0.002176999629081966,0.010573952124650055,0.00868453935134388,1,1
4.8,74.0,4.6,240.0,142.79999999999998,4.76,10.032608695652176,10.077276602807176,0.000895952094639163,0.0007731149476025712,0.004123181829771497,0.0039607704549807325,1,1
5.4,28.0,4.5,250.20000000000002,135.0,4.5,10.044444444444446,10.089112351599447,0.0006287906347146599,0.0005685016930601638,0.007041120994596442,0.0059753640759208655,1,1
4.9,73.0,4.0,245.00000000000003,140.7,4.6899999999999995,9.988775510204082,10.033443417359083,0.0030778701631210548,0.003010243459605544,0.003644085725994341,0.002970253637058171,1,1
4.9,71.0,4.4,245.00000000000003,142.5,4.75,9.921150278293137,9.965818185448137,0.005493368961565159,0.005451381046138903,0.003584036540683222,0.003378416902364293,1,1
4.8,66.0,4.7,240.0,142.6,4.753333333333333,10.037234042553191,10.081901949708191,0.0006275633392565094,0.0005018774379877966,0.006214151586430433,0.005627437121647404,1,1
5.2,55.0,4.2,260.0,131.0,4.366666666666666,9.917582417582418,9.962250324737418,0.0050610155270610635,0.005110591332162462,0.0033105395234317757,0.0031118993720418474,1,1
4.8,71.0,4.1,240.0,137.7,4.59,10.192073170731708,10.236741077886709,-0.005947961167619198,-0.006143441547575179,0.0057426301502673215,0.004585770454980732,1,1
5.4,36.0,4.4,256.0,132.0,4.4,10.000000000000002,10.044667907155002,0.002402959303974439,0.002398680989869728,0.0049501512379375055,0.004493882594439384,1,1
4.9,28.0,4.7,240.60000000000002,141.0,4.7,10.066869300911852,10.111537208066853,-0.0009195467038048966,-0.0010578079553756892,0.015192100344893052,0.01215392710644592,1,1
4.9,65.0,4.2,245.00000000000003,136.5,4.55,10.102040816326532,10.146708723481533,-0.002558293699915226,-0.0026857442423055544,0.005579644382793053,0.0046029066982826595,1,1
5.1,26.0,4.7,245.4,141.0,4.7,9.952440550688362,9.997108457843362,0.0038804532961950744,0.003823909513064383,0.012368974939016026,0.009929280803321588,1,1
4.8,46.0,4.7,239.6,141.0,4.7,10.090425531914894,10.135093439069895,-0.0019195467038048974,-0.00207483242796741,0.011830103727728344,0.009794103788314076,1,1
5.4,27.0,4.5,249.3,135.0,4.5,10.066666666666668,10.111334573821669,-0.000271209365285352,-0.0003468203322724017,0.007321918601661338,0.006160549261106049,1,1
5.0,60.0,4.1,250.0,132.0,4.4,10.126829268292683,10.171497175447684,-0.0035970406960255663,-0.0037034658456804315,0.005446683207974357,0.004419357491852516,1,1
5.1,56.0,4.4,254.99999999999997,136.20000000000002,4.540000000000001,9.86096256684492,9.90563047399992,0.007039123167010719,0.007077644219189161,0.004411280026649838,0.004046927862145125,1,1
4.9,66.0,4.4,245.00000000000003,140.0,4.666666666666667,9.990723562152134,10.035391469307134,0.002138509519281684,0.0020609121759536664,0.0049880245760077,0.004398825065629595,1,1
5.2,53.0,4.1,260.0,126.29999999999998,4.209999999999999,10.066604127579739,10.11127203473474,-0.0012461202244319902,-0.0012634901437857393,0.004027545837421794,0.0034965147566572343,1,1
5.3,52.0,4.0,265.0,122.6,4.086666666666667,10.08679245283019,10.13146035998519,-0.001211312199011605,-0.0011962617087012961,0.002771394234343501,0.0025895134664707838,1,1
5.3,52.0,4.2,265.0,128.20000000000002,4.273333333333334,9.88679245283019,9.93146035998519,0.006303572951703529,0.006398388560513557,0.002460572034623046,0.0025895134664707838,1,1
5.1,55.0,4.4,254.99999999999997,135.5,4.516666666666667,9.879679144385028,9.924347051540028,0.006099762523171348,0.006128312935537228,0.004692077633714735,0.004243006293517673,1,1
4.8,32.0,4.8,240.0,144.0,4.8,10.000000000000002,10.044667907155002,0.0025062846269352512,0.002400540005291496,0.015605859126776657,0.012710770454980732,1,1
4.8,75.0,4.4,240.0,142.0,4.733333333333333,10.056818181818183,10.101486088973184,-0.00017760292689156243,-0.0003118350908566381,0.004153206422427054,0.003752437121647404,1,1
5.2,51.0,4.2,260.0,127.00000000000001,4.233333333333333,10.02747252747253,10.07214043462753,-0.0003067595805925638,-0.00031415886013380634,0.004433729951691358,0.0038811301412726208,1,1
4.8,78.0,4.6,240.0,143.6,4.786666666666666,10.010869565217392,10.055537472372393,0.0019695071161698885,0.001858064986061836,0.0029999914015119136,0.003127437121647404,1,1
4.8,65.0,4.4,240.0,138.0,4.6,10.170454545454547,10.215122452609547,-0.005545378034545134,-0.005736585283152962,0.006961182493076013,0.0058357704549807324,1,1
5.0,61.0,4.1,250.0,132.89999999999998,4.429999999999999,10.10048780487805,10.14515571203305,-0.002389291296803542,-0.0024828970524137794,0.00516588560090946,0.004219357491852513,1,1
4.9,75.0,4.0,245.00000000000003,142.5,4.75,9.933673469387754,9.978341376542755,0.005493368961565159,0.005451381046138903,0.0030824905118645492,0.002562090371752042,1,1
5.6,42.0,4.1,268.0,122.99999999999999,4.1,10.060975609756099,10.1056435169111,0.002325465311753816,0.002397286728303416,0.0003468782751219982,0.001312867015237103,1,1
4.8,71.0,4.7,240.0,143.1,4.77,10.023936170212767,10.068604077367768,0.0012985352277131712,0.0011799712120247885,0.004810163551105955,0.004585770454980732,1,1
5.0,57.0,4.5,250.0,138.5,4.616666666666666,9.906666666666668,9.951334573821669,0.0051255938539115364,0.005111753216801074,0.005667431629728132,0.005019357491852517,1,1
5.0,39.0,4.5,244.5,135.0,4.5,10.146666666666667,10.191334573821667,-0.0050712093652853785,-0.005228537800712529,0.01072178855689625,0.008619357491852511,1,1
5.0,27.0,4.7,243.10000000000002,141.0,4.7,10.00595744680851,10.050625353963511,0.0015804532961951057,0.0014847532261035301,0.013780537641954548,0.011019357491852518,1,1
5.1,41.0,4.6,250.5,138.0,4.6,9.910485933503837,9.955153840658838,0.00495462196545482,0.004942171679059804,0.008312421932902818,0.0069881043327333576,1,1
5.0,35.0,4.6,244.0,138.0,4.6,10.069565217391304,10.114233124546304,-0.0015453780345451307,-0.0016684873927861887,0.011689567885295609,0.009419357491852515,1,1
4.8,56.0,4.8,240.0,144.0,4.8,10.000000000000002,10.044667907155002,0.0025062846269352512,0.002400540005291496,0.008866716557219162,0.007710770454980732,1,1
5.0,67.0,4.1,250.0,138.3,4.61,9.942439024390245,9.987106931545245,0.004857205098528883,0.004840515707186244,0.0034810999585200876,0.0030193574918525173,1,1
5.3,24.0,4.5,244.2,135.0,4.5,10.18364779874214,10.22831570589714,-0.005371209365285345,-0.005533645142490051,0.00985667173285944,0.007872532334395317,1,1
4.8,71.0,4.5,240.0,141.3,4.71,10.075000000000001,10.119667907155002,-0.0011169635707308778,-0.0012611663745085155,0.00512098575082641,0.004585770454980732,1,1
5.2,40.0,4.4,252.0,132.0,4.4,10.06993006993007,10.11459797708507,-0.0015970406960255645,-0.001669416900497045,0.007211681429684753,0.005996514756657234,1,1
5.3,36.0,4.4,252.39999999999998,132.0,4.4,10.075471698113208,10.120139605268209,-0.0011970406960256086,-0.0012626071114603676,0.006642511547940921,0.0056083813909990855,1,1
5.6,20.0,4.5,247.0,135.0,4.5,10.142857142857146,10.187525050012146,-0.0025712093652853762,-0.00268597661923331,0.00590278123110879,0.0052414384438085266,1,1
4.8,53.0,4.8,240.0,144.0,4.8,10.000000000000002,10.044667907155002,0.0025062846269352512,0.002400540005291496,0.009709109378413848,0.008335770454980733,1,1
4.9,37.0,4.8,243.70000000000002,144.0,4.8,9.90561224489796,9.95028015205296,0.006206284626935288,0.006163530553880803,0.012509510781448767,0.010317192412568375,1,1
5.1,55.0,4.2,254.99999999999997,130.5,4.35,10.04201680672269,10.086684713877691,-0.0006099563613957137,-0.0006526248048330796,0.005002899833435191,0.004243006293517673,1,1
4.8,53.0,4.6,240.0,138.6,4.62,10.146739130434783,10.191407037589784,-0.004740211768397118,-0.004922872754308527,0.010019931578134304,0.008335770454980733,1,1
5.3,23.0,4.7,248.8,141.0,4.7,9.880369329586511,9.925037236741511,0.0072804532961950885,0.007281792719876168,0.00982664714020388,0.008061211579678335,1,1
4.8,36.0,4.8,240.0,144.0,4.8,10.000000000000002,10.044667907155002,0.0025062846269352512,0.002400540005291496,0.014482668698517076,0.011877437121647403,1,1
